atendimento_id,cliente_id,centro_custo_id,produto_id,data_atendimento,frequencia,atendimento_valido,ativo
1490,557,7,401,2025-02-01,1,1,1
1491,557,7,401,2025-05-05,1,1,1
1492,558,5,201,2025-03-03,1,1,1
1493,558,5,101,2025-09-02,1,1,1
1494,558,5,101,2025-03-29,1,0,1
1495,559,4,302,2025-12-22,1,1,1
1496,559,4,302,2025-09-13,1,1,1
1497,560,7,402,2025-04-08,1,1,1
1498,560,7,402,2025-02-26,1,1,1
1499,561,6,102,2025-03-06,1,1,1
1500,561,6,101,2025-08-21,1,0,1
1501,561,6,201,2025-12-16,1,1,1
1502,561,6,102,2026-03-03,1,1,1
1503,561,6,101,2025-11-24,1,1,1
1504,562,6,102,2025-05-21,1,1,1
1505,563,6,101,2025-12-18,1,1,1
1506,563,6,302,2025-05-25,1,1,1
1507,564,6,302,2026-02-25,1,1,1
1508,564,6,102,2026-01-18,1,1,1
1509,564,6,302,2025-02-24,1,1,1
1510,564,6,201,2025-02-18,1,1,1
1511,564,6,101,2025-10-08,1,1,1
1512,564,6,302,2025-02-07,1,1,1
1513,565,7,401,2025-08-18,1,0,1
1514,565,7,402,2025-02-23,1,1,1
1515,565,7,401,2025-10-15,1,1,1
1516,566,6,102,2025-11-19,1,1,1
1517,566,6,201,2026-01-24,1,1,1
1518,567,3,101,2025-10-10,1,0,1
1519,567,3,301,2025-04-22,1,1,1
1520,567,3,201,2025-05-23,1,1,1
1521,567,3,102,2025-02-06,1,1,1
1522,567,3,101,2025-08-14,1,1,1
1523,567,3,201,2025-08-20,1,1,1
1524,568,2,302,2025-11-26,1,1,1
1525,570,6,102,2025-07-08,1,1,1
1526,572,1,302,2025-09-04,1,0,1
1527,573,2,102,2026-02-27,1,0,1
1528,573,2,302,2025-08-31,1,1,1
1529,573,2,302,2025-02-08,1,1,1
1530,573,2,102,2025-04-01,1,1,1
1531,573,2,101,2025-09-16,1,1,1
1532,574,1,201,2025-07-22,1,1,1
1533,575,7,402,2025-11-17,1,1,1
1534,575,7,401,2025-12-01,1,1,1
1535,575,7,402,2025-08-22,1,1,1
1536,575,7,401,2025-06-04,1,1,1
1537,575,7,402,2025-05-03,1,1,1
1538,575,7,401,2025-04-14,1,1,1
1539,576,5,102,2025-09-25,1,0,1
1540,576,5,301,2026-01-22,1,1,1
1541,576,5,302,2025-09-16,1,1,1
1542,577,6,102,2025-11-09,1,1,1
1543,579,6,101,2025-12-09,1,1,1
1544,580,3,201,2025-10-27,1,1,1
1545,580,3,101,2025-10-09,1,1,1
1546,580,3,101,2025-11-17,1,1,1
1547,580,3,101,2026-03-03,1,1,1
1548,581,3,302,2025-11-09,1,1,1
1549,582,6,302,2026-01-20,1,1,1
1550,582,6,301,2026-01-20,1,1,1
1551,582,6,101,2025-10-23,1,1,1
1552,585,3,301,2026-01-25,1,1,1
1553,585,3,302,2025-03-07,1,1,1
1554,585,3,302,2025-12-09,1,1,1
1555,585,3,102,2025-11-25,1,1,1
1556,585,3,301,2025-10-19,1,1,1
1557,585,3,201,2025-07-10,1,1,1
1558,586,6,302,2026-02-05,1,1,1
1559,586,6,301,2025-02-28,1,1,1
1560,586,6,102,2025-12-12,1,1,1
1561,586,6,201,2025-12-18,1,1,1
1562,586,6,102,2025-04-21,1,1,1
1563,588,6,201,2026-02-10,1,1,1
1564,589,6,101,2025-08-04,1,1,1
1565,590,5,101,2026-02-12,1,1,1
1566,590,5,101,2025-12-22,1,1,1
1567,590,5,102,2025-06-22,1,1,1
1568,591,3,102,2025-09-13,1,1,1
1569,591,3,301,2025-04-07,1,1,1
1570,591,3,101,2026-02-03,1,1,1
1571,591,3,102,2026-03-05,1,0,1
1572,591,3,102,2025-09-02,1,1,1
1573,592,2,201,2025-02-02,1,1,1
1574,592,2,101,2025-12-02,1,1,1
1575,593,4,301,2025-11-27,1,1,1
1576,593,4,101,2025-05-26,1,1,1
1577,594,1,102,2025-03-18,1,1,1
1578,595,2,201,2025-12-09,1,1,1
1579,595,2,101,2025-04-23,1,1,1
1580,596,6,101,2025-02-15,1,1,1
1581,596,6,201,2026-02-15,1,1,1
1582,596,6,302,2025-03-07,1,1,1
1583,597,7,401,2025-05-15,1,1,1
1584,597,7,401,2025-02-08,1,1,1
1585,597,7,401,2025-11-13,1,1,1
1586,598,4,301,2025-02-21,1,1,1
1587,598,4,301,2025-08-21,1,1,1
1588,598,4,102,2025-10-21,1,1,1
1589,598,4,301,2025-03-03,1,1,1
1590,598,4,201,2026-03-06,1,1,1
1591,599,6,101,2025-09-09,1,1,1
1592,599,6,301,2026-01-17,1,1,1
1593,599,6,201,2025-05-08,1,1,1
1594,599,6,102,2025-07-27,1,1,1
1595,601,3,301,2025-04-28,1,1,1
1596,601,3,301,2025-04-02,1,1,1
1597,601,3,101,2025-04-17,1,1,1
1598,602,7,402,2025-11-12,1,1,1
1599,602,7,402,2025-04-19,1,1,1
1600,603,2,302,2025-12-14,1,1,1
1601,604,6,102,2026-02-06,1,1,1
1602,605,2,201,2025-11-14,1,1,1
1603,605,2,201,2025-04-10,1,1,1
1604,606,4,102,2026-01-08,1,1,1
1605,606,4,101,2025-06-01,1,1,1
1606,606,4,102,2025-05-15,1,1,1
1607,606,4,101,2025-06-04,1,1,1
1608,608,6,301,2026-02-04,1,0,1
1609,608,6,201,2025-09-28,1,1,1
1610,608,6,301,2025-11-16,1,1,1
1611,608,6,201,2025-09-21,1,1,1
1612,609,6,201,2025-08-04,1,1,1
1613,609,6,102,2025-11-16,1,1,1
1614,610,6,301,2025-12-02,1,1,1
1615,610,6,302,2025-03-05,1,1,1
1616,610,6,301,2025-06-24,1,1,1
1617,611,4,201,2025-11-02,1,1,1
1618,612,2,302,2025-07-07,1,1,1
1619,612,2,302,2025-07-25,1,1,1
1620,612,2,102,2025-12-03,1,1,1
1621,612,2,102,2025-08-10,1,1,1
1622,613,4,301,2025-06-03,1,1,1
1623,613,4,101,2025-06-22,1,1,1
1624,613,4,102,2026-03-05,1,1,1
1625,614,2,102,2025-06-27,1,1,1
1626,614,2,101,2025-06-16,1,1,1
1627,614,2,302,2025-06-07,1,1,1
1628,614,2,102,2025-04-01,1,1,1
1629,615,6,102,2025-03-01,1,1,1
1630,615,6,301,2025-05-24,1,1,1
1631,617,1,101,2026-01-18,1,1,1
1632,617,1,101,2025-10-30,1,1,1
1633,617,1,201,2025-04-14,1,1,1
1634,618,2,302,2025-11-13,1,1,1
1635,618,2,201,2025-05-19,1,1,1
1636,618,2,201,2026-01-03,1,1,1
1637,618,2,201,2025-05-02,1,1,1
1638,618,2,301,2025-10-17,1,1,1
1639,619,6,301,2025-10-13,1,0,1
1640,619,6,102,2025-04-25,1,1,1
1641,619,6,101,2025-08-30,1,1,1
1642,619,6,201,2025-04-17,1,1,1
1643,620,7,402,2025-09-09,1,1,1
1644,621,6,102,2025-02-02,1,1,1
1645,621,6,101,2025-03-04,1,1,1
1646,622,2,102,2025-11-02,1,1,1
1647,622,2,101,2025-08-08,1,0,1
1648,622,2,201,2026-01-04,1,1,1
1649,623,1,102,2026-01-16,1,1,1
1650,623,1,102,2025-03-06,1,1,1
1651,623,1,201,2025-09-26,1,1,1
1652,623,1,102,2025-02-14,1,1,1
1653,623,1,302,2025-11-21,1,1,1
1654,623,1,101,2025-05-23,1,1,1
1655,624,6,301,2025-02-18,1,1,1
1656,624,6,102,2025-08-13,1,1,1
1657,624,6,302,2026-01-30,1,1,1
1658,624,6,102,2025-08-20,1,1,1
1659,625,1,302,2025-10-07,1,1,1
1660,627,6,102,2025-04-17,1,1,1
1661,627,6,102,2026-01-21,1,1,1
1662,628,3,302,2025-10-26,1,1,1
1663,628,3,302,2025-02-01,1,1,1
1664,628,3,201,2025-10-01,1,1,1
1665,628,3,102,2025-05-27,1,1,1
1666,629,4,101,2025-02-18,1,1,1
1667,630,1,302,2025-02-24,1,1,1
1668,630,1,302,2025-12-08,1,1,1
1669,630,1,301,2025-04-03,1,1,1
1670,631,3,301,2025-02-08,1,0,1
1671,631,3,301,2025-08-22,1,1,1
1672,631,3,101,2025-11-11,1,1,1
1673,631,3,102,2025-11-13,1,1,1
1674,632,5,101,2025-10-11,1,1,1
1675,632,5,301,2026-02-26,1,1,1
1676,632,5,201,2025-06-13,1,1,1
1677,632,5,301,2025-07-17,1,1,1
1678,633,3,102,2025-05-22,1,1,1
1679,633,3,102,2025-04-24,1,1,1
1680,633,3,302,2025-03-27,1,0,1
1681,634,4,102,2026-01-10,1,1,1
1682,634,4,302,2026-01-07,1,1,1
1683,634,4,102,2025-08-01,1,1,1
1684,634,4,301,2025-05-05,1,0,1
1685,635,6,102,2025-02-26,1,1,1
1686,635,6,301,2025-12-23,1,1,1
1687,635,6,301,2025-06-06,1,1,1
1688,635,6,101,2025-03-31,1,1,1
1689,636,4,301,2025-06-01,1,1,1
1690,636,4,101,2025-07-12,1,1,1
1691,636,4,102,2025-07-07,1,1,1
1692,637,6,102,2026-01-04,1,0,1
1693,637,6,101,2025-08-17,1,1,1
1694,637,6,102,2025-03-02,1,1,1
1695,637,6,302,2026-01-06,1,1,1
1696,638,7,402,2026-02-10,1,0,1
1697,638,7,402,2025-02-24,1,1,1
1698,639,5,101,2025-12-18,1,1,1
1699,639,5,101,2025-09-08,1,1,1
1700,640,3,101,2026-01-11,1,1,1
1701,640,3,201,2025-06-20,1,1,1
1702,640,3,101,2026-01-10,1,1,1
1703,640,3,101,2025-08-12,1,1,1
1704,640,3,302,2025-11-30,1,1,1
1705,640,3,201,2025-10-13,1,1,1
1706,641,1,301,2025-04-12,1,1,1
1707,641,1,101,2025-09-11,1,1,1
1708,642,1,302,2025-10-13,1,1,1
1709,642,1,101,2026-01-05,1,1,1
1710,642,1,101,2025-03-10,1,1,1
1711,642,1,102,2026-02-20,1,1,1
1712,642,1,301,2025-12-15,1,1,1
1713,642,1,301,2025-11-18,1,1,1
1714,643,7,402,2025-04-26,1,1,1
1715,643,7,402,2025-10-06,1,1,1
1716,643,7,401,2025-12-06,1,0,1
1717,644,3,301,2026-01-12,1,1,1
1718,644,3,101,2025-07-24,1,1,1
1719,644,3,302,2025-11-01,1,1,1
1720,644,3,302,2025-11-06,1,1,1
1721,644,3,301,2025-12-24,1,1,1
1722,644,3,102,2026-01-17,1,1,1
1723,645,6,102,2025-03-19,1,1,1
1724,645,6,301,2025-05-08,1,1,1
1725,645,6,101,2026-01-11,1,1,1
1726,646,6,102,2025-02-24,1,1,1
1727,646,6,102,2025-03-08,1,1,1
1728,646,6,201,2026-03-04,1,1,1
1729,646,6,201,2025-08-13,1,1,1
1730,647,6,201,2026-01-31,1,1,1
1731,647,6,101,2025-09-04,1,0,1
1732,648,4,201,2026-01-07,1,1,1
1733,648,4,301,2025-07-03,1,1,1
1734,648,4,302,2025-09-19,1,1,1
1735,648,4,201,2025-03-18,1,1,1
1736,648,4,301,2025-08-17,1,1,1
1737,648,4,201,2025-02-18,1,1,1
1738,649,6,101,2025-07-31,1,1,1
1739,649,6,201,2025-09-29,1,1,1
1740,650,7,402,2025-09-26,1,1,1
1741,651,2,102,2025-08-14,1,1,1
1742,651,2,102,2025-02-26,1,1,1
1743,651,2,201,2026-02-04,1,1,1
1744,653,1,302,2025-08-31,1,1,1
1745,653,1,102,2025-06-01,1,1,1
1746,654,6,302,2025-11-14,1,1,1
1747,654,6,302,2025-12-11,1,1,1
1748,654,6,301,2025-06-25,1,1,1
1749,654,6,301,2025-06-07,1,1,1
1750,654,6,201,2026-02-21,1,1,1
1751,654,6,201,2025-06-30,1,1,1
1752,655,5,201,2025-07-07,1,1,1
1753,655,5,302,2025-11-19,1,1,1
1754,655,5,302,2026-02-21,1,1,1
1755,655,5,302,2026-01-28,1,1,1
1756,656,6,302,2025-05-27,1,1,1
1757,656,6,302,2025-08-29,1,1,1
1758,656,6,201,2026-02-24,1,0,1
1759,656,6,302,2025-05-26,1,1,1
1760,656,6,101,2025-10-15,1,1,1
1761,657,6,102,2026-01-09,1,1,1
1762,657,6,302,2025-10-26,1,1,1
1763,658,6,102,2025-02-05,1,1,1
1764,658,6,302,2025-03-04,1,1,1
1765,658,6,102,2025-10-04,1,1,1
1766,660,6,102,2026-01-30,1,1,1
1767,660,6,301,2025-09-30,1,1,1
1768,660,6,302,2026-03-06,1,1,1
1769,661,3,101,2025-11-18,1,1,1
1770,662,4,101,2025-12-10,1,1,1
1771,662,4,102,2025-02-15,1,1,1
1772,662,4,102,2025-08-02,1,1,1
1773,663,1,301,2025-08-21,1,1,1
1774,664,7,402,2025-12-19,1,1,1
1775,664,7,402,2025-11-12,1,1,1
1776,664,7,402,2025-03-13,1,1,1
1777,664,7,401,2025-06-14,1,1,1
1778,664,7,402,2025-05-08,1,1,1
1779,665,6,301,2025-03-10,1,1,1
1780,665,6,102,2025-11-09,1,1,1
1781,666,2,102,2025-08-28,1,1,1
1782,666,2,102,2026-02-15,1,1,1
1783,667,3,201,2025-05-05,1,1,1
1784,668,1,101,2026-01-06,1,1,1
1785,668,1,301,2025-09-01,1,1,1
1786,669,7,401,2025-12-31,1,1,1
1787,669,7,402,2025-04-14,1,1,1
1788,669,7,402,2025-11-26,1,1,1
1789,670,5,101,2025-10-08,1,1,1
1790,670,5,301,2025-03-05,1,1,1
1791,670,5,301,2025-02-20,1,1,1
1792,670,5,201,2025-07-14,1,1,1
1793,670,5,101,2025-11-02,1,1,1
1794,670,5,201,2025-04-25,1,1,1
1795,671,6,301,2025-09-18,1,1,1
1796,672,3,102,2025-04-20,1,1,1
1797,672,3,302,2025-02-05,1,1,1
1798,672,3,102,2025-07-20,1,0,1
1799,672,3,301,2025-03-28,1,1,1
1800,673,1,101,2025-06-10,1,1,1
1801,674,7,401,2025-09-08,1,1,1
1802,674,7,402,2025-02-06,1,1,1
1803,675,7,402,2025-07-28,1,1,1
1804,675,7,402,2026-02-19,1,1,1
1805,675,7,401,2025-12-26,1,1,1
1806,676,1,102,2026-02-12,1,1,1
1807,676,1,302,2025-06-13,1,1,1
1808,677,3,101,2026-02-02,1,1,1
1809,677,3,102,2025-11-04,1,0,1
1810,677,3,201,2025-11-25,1,1,1
1811,677,3,101,2026-02-03,1,1,1
1812,678,5,102,2025-08-11,1,1,1
1813,680,7,402,2025-03-25,1,1,1
1814,680,7,402,2026-01-20,1,1,1
1815,680,7,402,2025-06-14,1,1,1
1816,680,7,402,2025-12-05,1,1,1
1817,681,4,101,2025-12-25,1,1,1
1818,681,4,302,2025-09-14,1,1,1
1819,681,4,102,2025-09-29,1,1,1
1820,681,4,102,2025-03-05,1,1,1
1821,681,4,102,2025-12-04,1,1,1
1822,683,6,301,2025-06-25,1,1,1
1823,683,6,201,2026-02-07,1,1,1
1824,683,6,102,2025-10-07,1,1,1
1825,683,6,102,2025-09-20,1,1,1
1826,683,6,302,2025-03-12,1,1,1
1827,683,6,102,2025-03-16,1,1,1
1828,684,1,302,2025-10-21,1,1,1
1829,686,6,302,2025-03-10,1,0,1
1830,686,6,301,2025-10-07,1,1,1
1831,686,6,201,2025-12-20,1,1,1
1832,686,6,102,2025-07-31,1,1,1
1833,687,6,102,2026-02-12,1,1,1
1834,688,2,101,2025-04-14,1,1,1
1835,688,2,301,2026-02-19,1,1,1
1836,688,2,201,2025-11-13,1,1,1
1837,688,2,301,2025-02-11,1,1,1
1838,688,2,201,2025-04-18,1,1,1
1839,689,3,301,2026-01-17,1,1,1
1840,690,6,102,2026-02-14,1,1,1
1841,690,6,101,2025-05-12,1,1,1
1842,690,6,102,2025-07-01,1,1,1
1843,690,6,201,2025-02-10,1,1,1
1844,691,7,401,2025-02-11,1,1,1
1845,691,7,401,2025-08-11,1,0,1
1846,692,5,201,2026-02-28,1,0,1
1847,692,5,201,2026-01-16,1,1,1
1848,692,5,301,2025-12-17,1,1,1
1849,693,4,301,2025-05-19,1,1,1
1850,693,4,102,2025-12-04,1,1,1
1851,693,4,201,2025-06-18,1,1,1
1852,693,4,102,2025-10-13,1,1,1
1853,694,3,201,2025-02-09,1,1,1
1854,694,3,301,2025-08-24,1,1,1
1855,694,3,201,2025-04-14,1,1,1
1856,695,1,201,2025-04-22,1,1,1
1857,695,1,102,2025-04-01,1,1,1
1858,695,1,101,2026-03-01,1,1,1
1859,695,1,301,2025-04-19,1,1,1
1860,696,5,302,2025-09-12,1,1,1
1861,696,5,102,2026-02-04,1,1,1
1862,696,5,102,2025-04-30,1,1,1
1863,697,6,102,2025-08-13,1,0,1
1864,697,6,101,2025-06-13,1,1,1
1865,697,6,302,2025-12-28,1,1,1
1866,697,6,302,2025-05-11,1,1,1
1867,698,1,302,2025-02-21,1,1,1
1868,700,1,101,2025-03-15,1,1,1
1869,700,1,102,2025-03-21,1,1,1
1870,700,1,102,2025-08-10,1,1,1
1871,701,2,302,2025-09-11,1,1,1
1872,701,2,302,2025-10-14,1,1,1
1873,701,2,301,2025-02-05,1,1,1
1874,701,2,101,2025-03-29,1,1,1
1875,702,6,301,2025-07-07,1,1,1
1876,702,6,102,2026-01-11,1,1,1
1877,702,6,101,2025-08-18,1,0,1
1878,703,6,301,2025-10-04,1,1,1
1879,704,6,301,2025-06-25,1,1,1
1880,704,6,301,2026-03-04,1,1,1
1881,705,7,401,2025-05-04,1,1,1
1882,705,7,401,2026-02-02,1,1,1
1883,705,7,402,2025-05-03,1,1,1
1884,705,7,401,2025-02-09,1,1,1
1885,706,1,201,2025-06-10,1,1,1
1886,706,1,302,2025-03-30,1,1,1
1887,707,5,302,2026-01-25,1,1,1
1888,707,5,101,2025-12-12,1,1,1
1889,708,7,401,2025-10-22,1,1,1
1890,708,7,401,2025-11-09,1,1,1
1891,708,7,401,2025-09-10,1,0,1
1892,709,1,101,2025-07-29,1,0,1
1893,709,1,102,2025-11-04,1,1,1
1894,710,6,102,2025-02-02,1,1,1
1895,710,6,201,2025-07-18,1,1,1
1896,711,6,302,2025-11-09,1,1,1
1897,711,6,101,2025-11-11,1,1,1
1898,711,6,102,2025-12-13,1,1,1
1899,711,6,102,2025-11-17,1,1,1
1900,712,1,301,2026-01-24,1,1,1
1901,712,1,301,2025-09-23,1,1,1
1902,712,1,301,2025-05-28,1,1,1
1903,712,1,102,2025-05-17,1,1,1
1904,713,6,102,2025-10-06,1,1,1
1905,713,6,301,2025-03-15,1,1,1
1906,713,6,302,2025-03-31,1,1,1
1907,713,6,302,2026-02-20,1,1,1
1908,713,6,301,2025-09-21,1,1,1
1909,714,5,201,2025-03-28,1,1,1
1910,717,6,102,2026-02-03,1,1,1
1911,718,1,201,2025-09-25,1,1,1
1912,718,1,302,2025-03-05,1,1,1
1913,718,1,302,2026-01-29,1,1,1
1914,719,6,301,2025-10-05,1,1,1
1915,719,6,301,2025-12-31,1,1,1
1916,719,6,101,2025-12-20,1,1,1
1917,719,6,201,2025-04-27,1,1,1
1918,719,6,101,2025-11-03,1,1,1
1919,720,6,102,2025-12-16,1,1,1
1920,720,6,102,2025-09-16,1,1,1
1921,720,6,301,2025-10-16,1,1,1
1922,721,6,302,2025-12-27,1,1,1
1923,721,6,102,2025-07-04,1,1,1
1924,721,6,201,2025-05-03,1,1,1
1925,721,6,101,2026-02-10,1,1,1
1926,723,6,302,2025-04-29,1,1,1
1927,723,6,302,2025-11-22,1,1,1
1928,724,4,301,2025-12-13,1,1,1
1929,724,4,302,2025-04-25,1,1,1
1930,724,4,201,2025-12-06,1,1,1
1931,724,4,201,2025-12-19,1,1,1
1932,725,5,201,2025-11-24,1,1,1
1933,725,5,302,2025-06-18,1,0,1
1934,725,5,301,2025-12-14,1,1,1
1935,726,6,301,2025-08-22,1,1,1
1936,726,6,301,2025-02-02,1,0,1
1937,727,7,402,2025-07-31,1,1,1
1938,727,7,402,2025-03-11,1,1,1
1939,727,7,401,2025-10-17,1,1,1
1940,728,2,301,2025-09-23,1,1,1
1941,728,2,302,2025-07-26,1,1,1
1942,728,2,102,2025-11-25,1,1,1
1943,728,2,302,2025-03-27,1,1,1
1944,728,2,301,2025-11-27,1,1,1
1945,729,4,201,2025-12-07,1,0,1
1946,729,4,102,2025-10-22,1,1,1
1947,729,4,301,2025-07-18,1,1,1
1948,730,1,102,2025-09-23,1,1,1
1949,730,1,101,2025-06-29,1,1,1
1950,730,1,302,2025-03-04,1,1,1
1951,730,1,101,2025-05-03,1,1,1
1952,730,1,201,2025-06-10,1,1,1
1953,730,1,201,2026-03-02,1,1,1
1954,732,6,101,2025-07-07,1,1,1
1955,732,6,302,2025-12-14,1,1,1
1956,732,6,302,2025-06-15,1,1,1
1957,733,6,302,2025-06-02,1,1,1
1958,733,6,101,2025-09-17,1,1,1
1959,733,6,201,2025-02-25,1,1,1
1960,733,6,101,2026-01-14,1,1,1
1961,733,6,201,2026-02-25,1,1,1
1962,735,6,102,2025-08-03,1,0,1
1963,736,2,302,2025-09-13,1,1,1
1964,736,2,302,2025-07-01,1,1,1
1965,737,2,101,2025-10-30,1,1,1
1966,737,2,301,2025-12-27,1,1,1
1967,737,2,101,2025-12-21,1,0,1
1968,738,7,401,2025-06-19,1,0,1
1969,738,7,402,2025-06-10,1,1,1
1970,738,7,401,2025-02-23,1,1,1
1971,738,7,402,2026-01-07,1,1,1
1972,739,5,301,2025-08-11,1,1,1
1973,739,5,102,2025-02-20,1,1,1
1974,740,3,201,2025-12-10,1,1,1
1975,740,3,302,2025-10-03,1,1,1
1976,741,7,401,2025-05-04,1,1,1
1977,742,2,102,2025-12-23,1,1,1
1978,743,4,101,2025-07-08,1,1,1
1979,743,4,301,2025-07-06,1,1,1
1980,743,4,302,2025-07-17,1,1,1
1981,744,2,201,2025-05-30,1,1,1
1982,744,2,302,2025-02-04,1,1,1
1983,746,4,201,2025-05-23,1,1,1
1984,747,6,101,2025-08-21,1,1,1
1985,748,3,101,2026-03-06,1,1,1
1986,749,6,301,2025-09-06,1,1,1
1987,749,6,201,2025-11-07,1,1,1
1988,749,6,102,2025-11-12,1,1,1
1989,750,6,302,2025-05-04,1,1,1
1990,750,6,302,2025-04-29,1,1,1
1991,751,6,201,2025-04-01,1,1,1
1992,751,6,302,2025-08-08,1,1,1
1993,751,6,302,2025-03-07,1,1,1
1994,751,6,101,2025-02-27,1,1,1
1995,752,2,201,2025-06-13,1,1,1
1996,752,2,301,2025-06-18,1,1,1
1997,752,2,301,2025-08-07,1,1,1
1998,753,6,201,2025-10-29,1,1,1
1999,753,6,201,2025-09-25,1,1,1
2000,753,6,101,2025-07-04,1,1,1
2001,754,7,402,2025-12-06,1,1,1
2002,754,7,401,2025-05-30,1,0,1
2003,754,7,402,2025-02-16,1,1,1
2004,754,7,401,2025-10-30,1,1,1
2005,755,1,102,2025-12-27,1,1,1
2006,756,6,301,2025-10-21,1,1,1
2007,756,6,301,2025-05-01,1,1,1
2008,756,6,302,2025-05-01,1,0,1
2009,757,7,401,2025-11-12,1,1,1
2010,757,7,402,2026-01-17,1,1,1
2011,757,7,401,2025-04-04,1,1,1
2012,758,4,201,2025-05-20,1,1,1
2013,758,4,201,2025-10-06,1,1,1
2014,758,4,302,2025-10-21,1,0,1
2015,759,2,301,2025-05-08,1,1,1
2016,759,2,201,2025-08-15,1,1,1
2017,759,2,301,2025-10-04,1,1,1
2018,760,7,402,2025-03-06,1,1,1
2019,760,7,402,2025-08-22,1,1,1
2020,760,7,401,2025-11-22,1,1,1
2021,762,7,402,2025-11-28,1,0,1
2022,762,7,401,2025-03-30,1,1,1
2023,764,4,102,2025-10-31,1,1,1
2024,764,4,102,2026-01-17,1,1,1
2025,764,4,201,2026-01-27,1,1,1
2026,765,6,302,2025-06-28,1,1,1
2027,766,4,201,2025-10-22,1,1,1
2028,767,6,302,2025-04-29,1,1,1
2029,767,6,302,2025-08-09,1,1,1
2030,767,6,301,2026-01-30,1,1,1
2031,767,6,302,2025-10-25,1,1,1
2032,768,6,302,2025-04-15,1,0,1
2033,770,7,401,2025-11-04,1,1,1
2034,770,7,401,2025-09-20,1,1,1
2035,770,7,401,2025-07-19,1,1,1
2036,770,7,402,2025-06-15,1,1,1
2037,771,2,102,2026-02-25,1,1,1
2038,771,2,102,2025-08-20,1,1,1
2039,771,2,302,2025-05-05,1,1,1
2040,771,2,102,2025-05-19,1,1,1
2041,771,2,302,2026-02-21,1,1,1
2042,772,6,101,2025-12-10,1,1,1
2043,772,6,301,2025-03-13,1,1,1
2044,772,6,201,2025-07-23,1,1,1
2045,774,1,101,2025-11-23,1,1,1
2046,774,1,101,2025-04-17,1,1,1
2047,774,1,302,2025-09-05,1,1,1
2048,774,1,302,2025-08-11,1,1,1
2049,774,1,101,2026-01-03,1,1,1
2050,775,6,301,2025-02-07,1,1,1
2051,775,6,201,2026-01-11,1,1,1
2052,776,1,302,2025-11-27,1,1,1
2053,776,1,101,2025-10-31,1,0,1
2054,777,7,401,2025-07-12,1,1,1
2055,778,5,301,2025-03-03,1,0,1
2056,778,5,302,2025-11-01,1,1,1
2057,779,1,201,2025-04-11,1,1,1
2058,779,1,201,2025-09-25,1,1,1
2059,779,1,102,2025-07-26,1,1,1
2060,779,1,302,2025-08-14,1,1,1
2061,780,4,101,2025-07-29,1,1,1
2062,780,4,302,2025-08-25,1,1,1
2063,780,4,302,2025-07-31,1,1,1
2064,780,4,102,2025-03-03,1,1,1
2065,781,6,301,2025-12-22,1,1,1
2066,781,6,201,2025-06-07,1,1,1
2067,781,6,101,2025-08-17,1,1,1
2068,781,6,301,2025-10-08,1,1,1
2069,782,6,101,2025-06-29,1,1,1
2070,782,6,102,2026-01-14,1,1,1
2071,782,6,302,2025-04-10,1,0,1
2072,783,2,301,2025-02-15,1,1,1
2073,783,2,102,2025-09-04,1,1,1
2074,783,2,301,2025-07-26,1,1,1
2075,783,2,102,2025-10-25,1,1,1
2076,783,2,101,2025-06-11,1,1,1
2077,784,6,101,2025-03-26,1,0,1
2078,784,6,302,2025-09-25,1,1,1
2079,785,5,102,2025-12-23,1,1,1
2080,785,5,201,2025-06-16,1,1,1
2081,785,5,101,2025-04-05,1,1,1
2082,785,5,101,2025-11-14,1,1,1
2083,785,5,302,2025-10-10,1,0,1
2084,785,5,102,2025-04-15,1,0,1
2085,786,2,102,2025-10-19,1,1,1
2086,786,2,101,2025-06-13,1,1,1
2087,786,2,201,2025-10-29,1,1,1
2088,787,5,201,2025-02-12,1,1,1
2089,787,5,302,2025-02-23,1,1,1
2090,787,5,301,2025-06-14,1,1,1
2091,787,5,302,2026-01-21,1,1,1
2092,788,3,302,2025-06-23,1,1,1
2093,788,3,302,2026-02-27,1,1,1
2094,788,3,201,2026-02-22,1,1,1
2095,788,3,201,2026-01-28,1,1,1
2096,788,3,102,2026-02-28,1,1,1
2097,789,7,402,2025-06-17,1,1,1
2098,789,7,401,2025-09-06,1,0,1
2099,791,1,301,2025-06-19,1,1,1
2100,791,1,101,2025-05-18,1,1,1
2101,791,1,302,2025-10-26,1,1,1
2102,791,1,101,2025-05-17,1,1,1
2103,791,1,302,2025-12-31,1,1,1
2104,791,1,201,2025-05-25,1,1,1
2105,792,2,201,2025-09-19,1,1,1
2106,792,2,101,2025-03-21,1,1,1
2107,792,2,102,2025-12-07,1,1,1
2108,792,2,101,2025-03-30,1,1,1
2109,793,6,302,2025-09-03,1,1,1
2110,793,6,101,2025-04-07,1,1,1
2111,793,6,301,2025-06-16,1,1,1
2112,793,6,102,2025-06-15,1,1,1
2113,793,6,101,2025-04-29,1,1,1
2114,794,3,302,2026-01-01,1,0,1
2115,794,3,201,2025-04-10,1,1,1
2116,794,3,101,2025-06-24,1,1,1
2117,794,3,101,2026-01-29,1,0,1
2118,794,3,301,2026-01-27,1,1,1
2119,795,3,201,2026-03-07,1,1,1
2120,795,3,102,2025-12-27,1,1,1
2121,797,6,101,2025-04-15,1,1,1
2122,797,6,102,2025-11-06,1,1,1
2123,797,6,301,2026-02-09,1,0,1
