cliente_id,respondeu,aumento_faturamento_pct,data_resposta
1442,0,,
1443,0,,
1444,1,29.35,2025-07-19
1445,1,12.95,2025-08-27
1446,0,,
1447,1,5.26,2025-08-21
1448,1,7.74,2025-06-30
1449,0,,
1450,1,34.99,2025-07-06
1451,0,,
1452,0,,
1453,1,54.7,2025-07-13
1454,0,,
1455,1,30.71,2025-08-22
1456,0,,
1457,1,19.27,2025-09-20
1458,0,,
1459,0,,
1460,1,19.23,2025-08-23
1461,0,,
1462,0,,
1463,1,22.97,2025-07-15
1464,0,,
1465,0,,
1466,0,,
1467,0,,
1468,1,41.27,2025-08-26
1469,1,15.06,2025-06-28
1470,0,,
1471,0,,
1472,0,,
1473,1,11.73,2025-07-12
1474,0,,
1475,0,,
1476,1,50.27,2025-07-01
1477,1,28.95,2025-09-09
1478,0,,
1479,1,14.84,2025-07-05
1480,0,,
1481,0,,
1482,0,,
1483,0,,
1484,0,,
1485,0,,
1486,0,,
1487,1,13.03,2025-06-06
1488,0,,
1489,1,31.35,2025-08-30
1490,0,,
1491,1,60.12,2025-09-20
1492,0,,
1493,0,,
1494,0,,
1495,0,,
1496,0,,
1497,0,,
1498,0,,
1499,1,45.51,2025-06-15
1500,0,,
1501,1,23.52,2025-08-14
1502,0,,
1503,0,,
1504,1,42.08,2025-08-04
1505,0,,
1506,0,,
1507,0,,
1508,0,,
1509,0,,
1510,1,-15,2025-09-23
1511,1,36.18,2025-07-19
1512,0,,
1513,0,,
1514,0,,
1515,1,4.39,2025-06-13
1516,0,,
1517,1,37.94,2025-06-20
1518,1,14.19,2025-06-30
1519,1,30.43,2025-06-14
1520,1,12.56,2025-07-22
1521,0,,
1522,0,,
1523,1,43.21,2025-09-29
1524,0,,
1525,1,-1.48,2025-08-03
1526,0,,
1527,0,,
1528,0,,
1529,0,,
1530,1,-1.89,2025-08-22
1531,0,,
1532,0,,
1533,1,13.34,2025-09-24
1534,1,27.6,2025-09-08
1535,0,,
1536,0,,
1537,1,51.82,2025-07-06
1538,1,53.18,2025-07-04
1539,0,,
1540,0,,
1541,0,,
1542,0,,
1543,1,9.16,2025-09-17
1544,1,23.74,2025-07-26
1545,1,4.79,2025-07-15
1546,0,,
1547,0,,
1548,0,,
1549,0,,
1550,0,,
1551,0,,
1552,1,35.82,2025-08-24
1553,0,,
1554,0,,
1555,0,,
1556,0,,
1557,0,,
1558,0,,
1559,0,,
1560,1,20.78,2025-08-04
1561,0,,
1562,0,,
1563,1,30.43,2025-06-25
1564,0,,
1565,0,,
1566,0,,
1567,0,,
1568,1,43.04,2025-06-23
1569,0,,
1570,0,,
1571,1,26.66,2025-08-26
1572,1,8.13,2025-07-26
1573,1,23.16,2025-09-10
1574,1,7.76,2025-08-28
1575,1,13.21,2025-07-12
1576,1,33.74,2025-07-20
1577,1,32.76,2025-07-26
1578,0,,
1579,0,,
1580,1,53.39,2025-07-03
1581,0,,
1582,0,,
1583,1,24.16,2025-08-25
1584,1,23.06,2025-09-28
1585,1,38.72,2025-06-19
1586,0,,
1587,1,18.56,2025-07-18
1588,0,,
1589,0,,
1590,0,,
1591,0,,
1592,1,51.12,2025-08-29
1593,1,-6.47,2025-06-21
1594,0,,
1595,1,27.84,2025-08-28
1596,0,,
1597,0,,
1598,1,36.26,2025-08-07
1599,0,,
1600,0,,
1601,1,13.19,2025-07-02
1602,1,27.85,2025-09-21
1603,0,,
1604,0,,
1605,0,,
1606,0,,
1607,1,34.01,2025-08-04
1608,0,,
1609,0,,
1610,0,,
1611,0,,
1612,0,,
1613,0,,
1614,0,,
1615,0,,
1616,0,,
1617,0,,
1618,1,11.01,2025-08-13
1619,1,12.76,2025-06-10
1620,1,14.63,2025-08-02
1621,1,29.88,2025-09-19
1622,0,,
1623,0,,
1624,0,,
1625,0,,
1626,0,,
1627,0,,
1628,0,,
1629,0,,
1630,1,15.03,2025-07-22
1631,0,,
1632,0,,
1633,0,,
1634,1,26.54,2025-07-21
1635,1,32.82,2025-08-31
1636,0,,
1637,1,37.38,2025-06-02
1638,1,34.29,2025-07-09
1639,1,29.2,2025-06-29
1640,1,48.22,2025-06-14
1641,0,,
1642,0,,
1643,0,,
1644,0,,
1645,1,40.05,2025-07-06
1646,0,,
1647,1,23.79,2025-07-02
1648,0,,
1649,0,,
1650,0,,
1651,0,,
1652,1,-5.22,2025-09-26
1653,0,,
1654,0,,
1655,0,,
1656,1,17.07,2025-07-16
1657,1,50.66,2025-08-12
1658,0,,
1659,0,,
1660,1,-3.17,2025-07-02
1661,1,35.46,2025-09-11
1662,1,30.14,2025-08-26
1663,1,3.04,2025-09-17
1664,1,31.47,2025-08-31
1665,0,,
1666,1,-13.25,2025-07-23
1667,0,,
1668,0,,
1669,0,,
1670,1,48.58,2025-08-03
1671,0,,
1672,0,,
1673,1,36.47,2025-08-21
1674,0,,
1675,0,,
1676,1,14.47,2025-09-23
1677,0,,
1678,0,,
1679,0,,
1680,0,,
1681,1,30.95,2025-06-08
1682,0,,
1683,1,19.43,2025-07-12
1684,0,,
1685,0,,
1686,0,,
1687,0,,
1688,0,,
1689,0,,
1690,0,,
1691,0,,
1692,1,-0.77,2025-08-22
1693,1,12.26,2025-09-20
1694,0,,
1695,0,,
1696,0,,
1697,1,34.41,2025-08-10
1698,1,20.48,2025-07-21
1699,0,,
1700,0,,
1701,0,,
1702,1,65.1,2025-07-31
1703,0,,
1704,1,33.64,2025-08-27
1705,0,,
1706,1,19.72,2025-06-03
1707,1,33.73,2025-06-02
1708,0,,
1709,0,,
1710,1,54.94,2025-09-03
1711,0,,
1712,1,33.18,2025-09-10
1713,1,33.23,2025-08-23
1714,0,,
1715,0,,
1716,0,,
1717,1,22.51,2025-08-23
1718,0,,
1719,0,,
1720,0,,
1721,0,,
1722,1,24.38,2025-08-08
1723,1,41.9,2025-07-13
1724,0,,
1725,1,24.65,2025-06-18
1726,0,,
1727,0,,
1728,1,10.02,2025-09-07
1729,1,36.69,2025-08-25
1730,0,,
1731,1,25.5,2025-08-27
1732,0,,
1733,0,,
1734,0,,
1735,0,,
1736,1,8.47,2025-07-22
1737,0,,
1738,1,5.46,2025-07-05
1739,0,,
1740,1,-3.06,2025-09-15
1741,0,,
1742,0,,
1743,1,25.88,2025-07-25
1744,1,1.38,2025-08-06
1745,1,34.89,2025-09-16
1746,1,47.82,2025-08-22
1747,1,18.42,2025-09-15
1748,0,,
1749,0,,
1750,0,,
1751,1,51.51,2025-09-04
1752,0,,
1753,1,24.53,2025-08-14
1754,1,29.37,2025-06-19
1755,1,40.05,2025-09-21
1756,1,24.46,2025-08-15
1757,0,,
1758,1,38.9,2025-06-25
1759,1,45.34,2025-08-26
1760,0,,
1761,0,,
1762,1,41.31,2025-06-07
1763,1,15.49,2025-08-19
1764,0,,
1765,0,,
1766,0,,
1767,1,26.38,2025-06-01
1768,0,,
1769,0,,
1770,0,,
1771,0,,
1772,0,,
1773,0,,
1774,1,51.62,2025-06-17
1775,0,,
1776,0,,
1777,0,,
1778,1,20.08,2025-07-19
1779,1,43.51,2025-06-20
1780,1,29.36,2025-06-01
1781,1,38.87,2025-08-17
1782,0,,
1783,1,32.08,2025-07-30
1784,0,,
1785,1,17.6,2025-08-25
1786,0,,
1787,1,29.5,2025-08-10
1788,1,24.18,2025-09-16
1789,0,,
1790,0,,
1791,0,,
1792,0,,
1793,0,,
1794,0,,
1795,1,20.33,2025-07-24
1796,0,,
1797,1,8.16,2025-07-26
1798,1,36.91,2025-06-24
1799,1,24.78,2025-06-20
1800,0,,
1801,0,,
1802,0,,
1803,0,,
1804,1,65.3,2025-06-13
1805,1,-3.45,2025-06-03
1806,1,37.22,2025-08-14
1807,1,35.03,2025-07-27
1808,0,,
1809,1,56.99,2025-07-09
1810,0,,
1811,1,36.03,2025-06-20
1812,1,30.35,2025-08-03
1813,0,,
1814,0,,
1815,0,,
1816,0,,
1817,0,,
1818,0,,
1819,1,14.79,2025-08-07
1820,0,,
1821,0,,
1822,0,,
1823,0,,
1824,0,,
1825,0,,
1826,0,,
1827,0,,
1828,0,,
1829,0,,
1830,1,27.68,2025-06-14
1831,1,29.69,2025-07-04
1832,1,19.87,2025-07-04
1833,1,13.35,2025-07-10
1834,0,,
1835,0,,
1836,0,,
1837,0,,
1838,1,53.43,2025-08-26
1839,0,,
1840,0,,
1841,0,,
1842,0,,
1843,0,,
1844,0,,
1845,1,22.46,2025-07-23
1846,0,,
1847,1,21.62,2025-09-24
1848,0,,
1849,0,,
1850,0,,
1851,0,,
1852,0,,
1853,1,31.18,2025-09-10
1854,1,22.43,2025-08-03
1855,0,,
1856,0,,
1857,0,,
1858,0,,
1859,1,28.32,2025-08-26
1860,1,15.83,2025-06-28
1861,0,,
1862,0,,
1863,0,,
1864,0,,
1865,0,,
1866,1,44.19,2025-07-11
1867,0,,
1868,0,,
1869,0,,
1870,0,,
1871,1,58.12,2025-06-09
1872,0,,
1873,0,,
1874,0,,
1875,0,,
1876,0,,
1877,1,34.44,2025-06-08
1878,0,,
1879,0,,
1880,0,,
1881,0,,
1882,0,,
1883,1,35.23,2025-07-24
1884,0,,
1885,1,22.86,2025-08-24
1886,0,,
1887,0,,
1888,0,,
1889,1,10.96,2025-07-31
1890,1,17.33,2025-07-26
1891,1,39.45,2025-09-25
1892,0,,
1893,1,26.59,2025-08-22
1894,0,,
1895,0,,
1896,1,56.33,2025-09-04
1897,1,57.59,2025-07-04
1898,0,,
1899,1,41.35,2025-09-12
1900,0,,
1901,0,,
1902,1,10.65,2025-06-20
1903,1,10.23,2025-09-26
1904,0,,
1905,0,,
1906,1,33.89,2025-07-25
1907,1,4.63,2025-06-25
1908,0,,
1909,1,50.38,2025-07-05
1910,0,,
1911,1,12.1,2025-07-26
1912,1,7.1,2025-06-14
1913,1,51.91,2025-09-21
1914,1,63.03,2025-06-14
1915,0,,
1916,0,,
1917,1,16.92,2025-07-25
1918,0,,
1919,0,,
1920,0,,
1921,0,,
1922,1,-2.31,2025-08-27
1923,1,22.56,2025-08-01
1924,0,,
1925,0,,
1926,0,,
1927,1,21.91,2025-08-11
1928,0,,
1929,0,,
1930,0,,
1931,1,16.03,2025-08-29
1932,0,,
1933,0,,
1934,0,,
1935,0,,
1936,0,,
1937,0,,
1938,1,20.6,2025-08-23
1939,0,,
1940,0,,
1941,0,,
1942,0,,
1943,0,,
1944,1,34.71,2025-08-25
1945,0,,
1946,0,,
1947,1,54.67,2025-06-10
1948,0,,
1949,0,,
1950,0,,
1951,0,,
1952,1,11.65,2025-06-01
1953,0,,
1954,1,61.41,2025-06-15
1955,0,,
1956,0,,
1957,0,,
1958,0,,
1959,1,26.61,2025-06-03
1960,0,,
1961,1,7.27,2025-09-09
1962,0,,
1963,1,15.66,2025-08-16
1964,1,31.15,2025-06-09
1965,0,,
1966,0,,
1967,1,17.1,2025-07-21
1968,0,,
1969,0,,
1970,1,39.77,2025-09-23
1971,1,5.05,2025-06-10
1972,0,,
1973,0,,
1974,1,13.89,2025-09-12
1975,0,,
1976,0,,
1977,0,,
1978,0,,
1979,0,,
1980,1,33.73,2025-08-02
1981,0,,
1982,0,,
1983,0,,
1984,0,,
1985,0,,
1986,0,,
1987,0,,
1988,0,,
1989,0,,
1990,1,54.75,2025-09-14
1991,1,53.84,2025-09-28
1992,0,,
1993,0,,
1994,0,,
1995,1,26.89,2025-07-01
1996,0,,
1997,1,12.55,2025-07-20
1998,0,,
1999,1,49.55,2025-09-15
2000,1,22.4,2025-09-17
2001,1,22.8,2025-07-25
2002,1,2.96,2025-07-29
2003,0,,
2004,0,,
2005,1,33.82,2025-08-03
2006,0,,
2007,0,,
2008,1,51.58,2025-07-11
2009,0,,
2010,1,8.24,2025-09-25
2011,0,,
2012,0,,
2013,1,22.86,2025-06-20
2014,1,21.92,2025-08-16
2015,1,26.78,2025-08-01
2016,1,7.36,2025-06-09
2017,0,,
2018,0,,
2019,1,37.67,2025-06-07
2020,0,,
2021,0,,
2022,0,,
2023,1,52.93,2025-06-29
2024,0,,
2025,0,,
2026,0,,
2027,1,13.9,2025-09-07
2028,0,,
2029,1,37.83,2025-08-02
2030,0,,
2031,0,,
2032,0,,
2033,1,-0.26,2025-07-08
2034,0,,
2035,1,27.81,2025-07-29
2036,1,45.15,2025-08-06
2037,0,,
2038,1,52.61,2025-06-10
2039,1,14.32,2025-06-20
2040,1,18.42,2025-09-22
2041,0,,
2042,1,29.54,2025-06-27
2043,1,37.78,2025-07-18
2044,0,,
2045,0,,
2046,1,24.95,2025-07-04
2047,0,,
2048,0,,
2049,0,,
2050,0,,
2051,0,,
2052,0,,
2053,0,,
2054,1,40.63,2025-06-24
2055,1,44.35,2025-06-22
2056,0,,
2057,0,,
2058,0,,
2059,0,,
2060,1,12.69,2025-06-08
2061,0,,
2062,0,,
2063,0,,
2064,1,-9.21,2025-08-14
2065,0,,
2066,1,-15,2025-07-16
2067,0,,
2068,0,,
2069,0,,
2070,0,,
2071,1,28.47,2025-06-29
2072,0,,
2073,1,33.87,2025-06-24
2074,1,-5.08,2025-08-23
2075,1,81.14,2025-08-16
2076,1,24.43,2025-06-09
2077,1,16.98,2025-07-28
2078,0,,
2079,1,17.0,2025-08-31
2080,0,,
2081,0,,
2082,0,,
2083,1,41.51,2025-07-06
2084,0,,
2085,0,,
2086,0,,
2087,1,22.38,2025-06-16
2088,1,27.21,2025-08-25
2089,1,3.16,2025-07-05
2090,0,,
2091,1,11.68,2025-07-27
2092,0,,
2093,0,,
2094,1,33.52,2025-07-12
2095,0,,
2096,0,,
2097,1,42.41,2025-09-18
2098,1,14.41,2025-07-04
2099,0,,
2100,1,37.29,2025-08-25
2101,0,,
2102,1,37.16,2025-08-23
2103,0,,
2104,0,,
2105,1,25.36,2025-09-25
2106,0,,
2107,0,,
2108,0,,
2109,0,,
2110,1,12.85,2025-07-14
2111,0,,
2112,0,,
2113,1,37.68,2025-09-07
2114,1,29.4,2025-07-12
2115,0,,
2116,0,,
2117,1,21.2,2025-06-03
2118,0,,
2119,0,,
2120,0,,
2121,1,2.45,2025-09-22
2122,0,,
2123,0,,
2124,0,,
2125,1,47.69,2025-06-09
2126,0,,
2127,0,,
2128,0,,
2129,0,,
2130,0,,
2131,1,40.64,2025-06-29
2132,1,22.39,2025-06-15
2133,0,,
2134,1,34.21,2025-06-08
2135,1,14.79,2025-07-30
2136,1,22.32,2025-06-28
2137,0,,
2138,0,,
2139,1,-6.18,2025-08-14
2140,1,38.87,2025-06-07
2141,0,,
2142,1,41.01,2025-06-06
2143,0,,
2144,0,,
2145,0,,
2146,0,,
2147,0,,
2148,0,,
2149,1,11.48,2025-07-26
2150,0,,
2151,0,,
2152,1,1.72,2025-07-12
2153,1,46.45,2025-07-25
2154,0,,
2155,0,,
2156,0,,
2157,0,,
2158,1,35.74,2025-09-26
2159,0,,
2160,0,,
2161,1,10.79,2025-06-04
2162,0,,
2163,0,,
2164,0,,
2165,0,,
2166,1,9.17,2025-08-24
2167,0,,
2168,1,40.73,2025-06-30
2169,1,37.64,2025-09-26
2170,0,,
2171,1,19.55,2025-08-17
2172,0,,
2173,0,,
2174,0,,
2175,0,,
2176,0,,
2177,0,,
2178,1,15.02,2025-08-30
2179,0,,
2180,0,,
2181,0,,
2182,0,,
2183,1,36.41,2025-09-02
2184,0,,
2185,1,40.78,2025-07-04
2186,1,65.75,2025-08-21
2187,1,54.8,2025-07-18
2188,0,,
2189,0,,
2190,0,,
2191,0,,
2192,1,41.38,2025-08-12
2193,0,,
2194,1,18.64,2025-09-11
2195,1,-3.72,2025-09-03
2196,0,,
2197,1,25.54,2025-06-29
2198,0,,
2199,0,,
2200,1,20.19,2025-09-20
2201,1,20.27,2025-07-20
2202,0,,
2203,1,-0.33,2025-06-10
2204,0,,
2205,0,,
2206,1,7.85,2025-07-03
2207,1,28.29,2025-06-07
2208,1,25.82,2025-07-08
2209,0,,
2210,1,18.82,2025-07-16
2211,1,0.56,2025-06-28
2212,1,27.22,2025-08-08
2213,0,,
2214,1,19.74,2025-09-23
2215,0,,
2216,0,,
2217,0,,
2218,0,,
2219,1,24.69,2025-07-27
2220,0,,
2221,1,23.81,2025-07-31
2222,0,,
2223,0,,
2224,1,26.78,2025-08-04
2225,1,17.77,2025-09-13
2226,0,,
2227,1,14.57,2025-08-24
2228,1,13.57,2025-08-12
2229,1,18.85,2025-06-03
2230,1,55.1,2025-07-27
2231,0,,
2232,0,,
2233,1,48.98,2025-08-03
2234,1,3.55,2025-08-01
2235,0,,
2236,0,,
2237,0,,
2238,0,,
2239,0,,
2240,1,1.86,2025-09-07
2241,0,,
2242,1,66.67,2025-06-30
2243,0,,
2244,1,33.43,2025-07-02
2245,1,2.35,2025-06-21
2246,1,27.23,2025-07-19
2247,1,-15,2025-07-06
2248,1,19.48,2025-07-24
2249,1,23.8,2025-08-17
2250,0,,
2251,1,-3.79,2025-08-27
2252,1,43.0,2025-06-24
2253,0,,
2254,0,,
2255,0,,
2256,0,,
2257,0,,
2258,0,,
2259,0,,
2260,1,13.91,2025-09-04
2261,0,,
2262,1,-6.39,2025-09-13
2263,0,,
2264,0,,
2265,0,,
2266,0,,
2267,0,,
2268,1,23.23,2025-09-18
2269,1,46.28,2025-09-25
2270,0,,
2271,0,,
2272,1,-15,2025-06-01
2273,0,,
2274,1,5.73,2025-08-09
2275,1,47.73,2025-07-22
2276,1,45.3,2025-08-22
2277,0,,
2278,0,,
2279,0,,
2280,0,,
2281,0,,
2282,0,,
2283,0,,
2284,1,17.63,2025-07-21
2285,0,,
2286,0,,
2287,0,,
2288,0,,
2289,0,,
2290,0,,
2291,1,6.44,2025-07-06
2292,0,,
2293,1,18.92,2025-08-12
2294,1,13.05,2025-06-17
2295,0,,
2296,0,,
2297,1,19.82,2025-07-26
2298,0,,
2299,0,,
2300,0,,
2301,0,,
2302,1,3.58,2025-08-16
2303,1,6.64,2025-07-17
2304,1,26.94,2025-08-13
2305,0,,
2306,0,,
2307,1,14.06,2025-07-26
2308,0,,
2309,0,,
2310,0,,
2311,1,27.08,2025-09-18
2312,0,,
2313,0,,
2314,1,3.9,2025-07-18
2315,0,,
2316,0,,
2317,0,,
2318,0,,
2319,0,,
2320,0,,
2321,0,,
2322,0,,
2323,1,17.26,2025-07-28
2324,0,,
2325,0,,
2326,0,,
2327,1,35.71,2025-06-05
2328,1,-11.22,2025-09-29
2329,0,,
2330,1,32.73,2025-07-17
2331,0,,
2332,0,,
2333,0,,
2334,1,35.47,2025-07-07
2335,1,18.79,2025-09-15
2336,0,,
2337,0,,
2338,0,,
2339,1,25.65,2025-07-20
2340,0,,
2341,1,13.14,2025-07-04
2342,0,,
2343,1,21.67,2025-07-14
2344,0,,
2345,0,,
2346,0,,
2347,0,,
2348,0,,
2349,0,,
2350,0,,
2351,1,7.75,2025-07-14
2352,0,,
2353,0,,
2354,1,35.4,2025-08-12
2355,0,,
2356,0,,
2357,0,,
2358,0,,
2359,1,12.85,2025-09-27
2360,0,,
2361,1,2.37,2025-06-19
2362,0,,
2363,0,,
2364,0,,
2365,0,,
2366,0,,
2367,0,,
2368,0,,
2369,0,,
2370,0,,
2371,0,,
2372,0,,
2373,0,,
2374,0,,
2375,0,,
2376,1,2.37,2025-09-27
2377,0,,
2378,0,,
2379,1,1.53,2025-07-26
2380,0,,
2381,1,-1.58,2025-08-09
2382,1,42.11,2025-09-14
2383,0,,
2384,1,8.24,2025-08-28
2385,1,41.35,2025-09-15
2386,0,,
2387,1,29.19,2025-07-16
2388,1,-9.36,2025-08-27
2389,0,,
2390,1,22.84,2025-08-02
2391,1,45.18,2025-06-09
2392,0,,
2393,0,,
2394,0,,
2395,0,,
2396,1,21.09,2025-09-18
2397,0,,
2398,0,,
2399,1,9.09,2025-06-13
2400,0,,
2401,1,11.67,2025-07-25
2402,0,,
2403,0,,
2404,0,,
2405,0,,
2406,1,16.52,2025-08-07
2407,1,22.75,2025-06-28
2408,0,,
2409,0,,
2410,0,,
2411,0,,
2412,1,41.46,2025-06-30
2413,1,15.26,2025-07-26
2414,0,,
2415,0,,
2416,0,,
2417,1,17.53,2025-06-12
2418,0,,
2419,0,,
2420,0,,
2421,0,,
2422,0,,
2423,1,44.37,2025-08-28
2424,1,32.77,2025-07-04
2425,1,6.59,2025-06-09
2426,0,,
2427,0,,
2428,0,,
2429,0,,
2430,0,,
2431,1,42.68,2025-06-13
2432,0,,
2433,0,,
2434,1,9.74,2025-06-25
2435,0,,
2436,0,,
2437,0,,
2438,0,,
2439,0,,
2440,0,,
2441,0,,
2442,0,,
2443,0,,
2444,0,,
2445,1,-14.83,2025-09-14
2446,1,3.54,2025-08-26
2447,1,-14.86,2025-08-26
2448,0,,
2449,0,,
2450,0,,
2451,0,,
2452,1,26.26,2025-07-02
2453,0,,
2454,0,,
2455,1,-7.71,2025-06-07
2456,0,,
2457,1,12.37,2025-09-02
2458,1,-8.17,2025-08-27
2459,0,,
2460,0,,
2461,0,,
2462,0,,
2463,0,,
2464,1,32.11,2025-09-16
2465,1,28.09,2025-08-19
2466,0,,
2467,1,39.92,2025-09-16
2468,0,,
2469,1,25.24,2025-08-28
2470,0,,
2471,0,,
2472,0,,
2473,0,,
2474,0,,
2475,0,,
2476,1,0.71,2025-08-05
2477,0,,
2478,0,,
2479,0,,
2480,0,,
2481,1,32.43,2025-07-26
2482,0,,
2483,0,,
2484,0,,
2485,0,,
2486,0,,
2487,0,,
2488,1,41.39,2025-07-08
2489,1,-4.51,2025-09-09
2490,1,47.08,2025-07-19
2491,0,,
2492,0,,
2493,0,,
2494,1,21.97,2025-07-11
2495,0,,
2496,1,13.72,2025-08-05
2497,1,25.61,2025-06-10
2498,0,,
2499,1,22.42,2025-09-12
2500,1,43.96,2025-09-11
