cliente_id,razao_social,cnpj,porte,gestor_id,data_cadastro,ativo
395,Distribuidora Litoral ME,10000395000165,MEI,10,2025-04-24,1
396,Industria Central EIRELI,10000396000172,ME,8,2025-11-07,1
397,Tecnologia Litoral e Cia,10000397000179,EPP,12,2026-01-23,1
398,Servicos Litoral e Cia,10000398000186,EPP,7,2025-02-11,1
399,Transportes Litoral ME,10000399000193,MEI,15,2025-10-16,1
400,Comercial Norte e Cia,10000400000100,MEI,4,2025-10-02,1
401,Industria Oeste e Cia,10000401000107,MEI,5,2025-12-15,1
402,Papelaria Central Ltda,10000402000114,EPP,7,2025-08-17,1
403,Construtora Souza e Cia,10000403000121,MEI,2,2025-10-16,1
404,Transportes Central ME,10000404000128,ME,2,2025-07-22,1
405,Comercial Litoral EIRELI,10000405000135,ME,9,2025-01-24,1
406,Alimentos Litoral Ltda,10000406000142,ME,14,2025-01-31,1
407,Construtora Silva ME,10000407000149,MEI,3,2026-01-29,1
408,Tecnologia Oeste S.A.,10000408000156,MEI,5,2026-04-15,1
409,Tecnologia Silva e Cia,10000409000163,MEI,13,2026-03-17,1
410,Distribuidora Souza e Cia,10000410000170,MEI,12,2025-03-07,1
411,Comercial Silva ME,10000411000177,ME,8,2026-01-04,1
412,Transportes Central EIRELI,10000412000184,MEI,14,2025-06-27,1
413,Confeccoes Souza Ltda,10000413000191,MEI,5,2025-12-05,1
414,Papelaria Silva EIRELI,10000414000198,MEI,14,2025-02-21,1
415,Construtora Norte Ltda,10000415000105,MEI,2,2025-01-23,1
416,Construtora Souza e Cia,10000416000112,MEI,13,2026-03-19,1
417,Industria Norte ME,10000417000119,MEI,2,2026-04-15,1
418,Papelaria Norte ME,10000418000126,MEI,11,2026-03-25,1
419,Transportes Souza S.A.,10000419000133,MEI,5,2025-02-01,1
420,Tecnologia Norte S.A.,10000420000140,MEI,6,2025-06-26,1
421,Transportes Oeste S.A.,10000421000147,MEI,13,2025-06-03,1
422,Industria Norte S.A.,10000422000154,MEI,13,2025-04-26,1
423,Industria Central Ltda,10000423000161,ME,10,2026-05-11,1
424,Transportes Norte EIRELI,10000424000168,MEI,14,2025-05-11,1
425,Alimentos Litoral Ltda,10000425000175,EPP,7,2026-03-10,1
426,Distribuidora Norte EIRELI,10000426000182,MEI,12,2025-07-13,1
427,Distribuidora Souza e Cia,10000427000189,ME,2,2025-10-14,1
428,Construtora Souza ME,10000428000196,MEI,7,2026-04-11,1
429,Servicos Souza Ltda,10000429000103,ME,1,2026-01-22,1
430,Servicos Litoral e Cia,10000430000110,ME,16,2025-07-23,1
431,Transportes Oeste ME,10000431000117,MEI,8,2025-10-01,1
432,Confeccoes Oeste ME,10000432000124,ME,12,2025-09-12,1
433,Distribuidora Litoral S.A.,10000433000131,ME,15,2025-06-13,1
434,Alimentos Oeste S.A.,10000434000138,MEI,7,2026-03-19,1
435,Industria Silva ME,10000435000145,ME,8,2025-10-27,1
436,Confeccoes Souza EIRELI,10000436000152,MEI,14,2025-07-14,1
437,Construtora Norte ME,10000437000159,MEI,8,2026-02-25,1
438,Construtora Central EIRELI,10000438000166,ME,16,2025-06-30,1
439,Industria Litoral e Cia,10000439000173,ME,6,2026-04-15,1
440,Transportes Silva Ltda,10000440000180,EPP,2,2025-12-09,1
441,Comercial Central EIRELI,10000441000187,EPP,2,2025-04-29,1
442,Industria Silva EIRELI,10000442000194,ME,3,2025-07-11,1
443,Papelaria Litoral e Cia,10000443000101,EPP,2,2025-12-04,1
444,Comercial Silva e Cia,10000444000108,ME,16,2025-01-07,1
445,Transportes Litoral ME,10000445000115,ME,1,2025-05-27,1
446,Transportes Litoral S.A.,10000446000122,EPP,1,2026-04-11,1
447,Distribuidora Silva e Cia,10000447000129,MEI,6,2025-04-09,1
448,Alimentos Oeste S.A.,10000448000136,MEI,9,2026-05-07,1
449,Construtora Norte EIRELI,10000449000143,GRANDE,13,2025-04-26,1
450,Distribuidora Litoral Ltda,10000450000150,MEI,10,2025-07-14,1
451,Transportes Central Ltda,10000451000157,ME,13,2025-12-26,1
452,Distribuidora Central S.A.,10000452000164,ME,6,2025-06-19,1
453,Transportes Silva EIRELI,10000453000171,MEI,4,2026-03-21,1
454,Confeccoes Silva Ltda,10000454000178,ME,16,2025-05-24,1
455,Industria Oeste Ltda,10000455000185,MEDIA,2,2025-10-28,1
456,Tecnologia Silva ME,10000456000192,MEI,5,2025-05-04,1
457,Transportes Oeste S.A.,10000457000199,ME,13,2025-03-13,1
458,Transportes Litoral ME,10000458000106,MEI,3,2025-08-12,1
459,Distribuidora Oeste e Cia,10000459000113,ME,8,2026-05-04,1
460,Alimentos Silva ME,10000460000120,ME,13,2025-08-19,1
461,Servicos Oeste e Cia,10000461000127,EPP,16,2025-08-10,1
462,Papelaria Litoral S.A.,10000462000134,MEI,6,2025-11-13,1
463,Servicos Litoral Ltda,10000463000141,MEI,10,2025-03-20,1
464,Industria Litoral S.A.,10000464000148,MEI,13,2025-02-24,1
465,Comercial Oeste S.A.,10000465000155,MEI,3,2025-05-19,1
466,Industria Silva EIRELI,10000466000162,MEI,4,2025-10-13,1
467,Distribuidora Silva Ltda,10000467000169,MEI,14,2025-02-17,1
468,Tecnologia Silva ME,10000468000176,MEI,11,2026-02-03,1
469,Transportes Souza e Cia,10000469000183,ME,3,2025-12-17,1
470,Industria Souza ME,10000470000190,MEI,13,2025-09-10,1
471,Distribuidora Souza S.A.,10000471000197,MEI,5,2025-06-03,1
472,Distribuidora Oeste ME,10000472000104,EPP,16,2026-01-05,1
473,Papelaria Norte EIRELI,10000473000111,ME,16,2025-03-11,1
474,Comercial Central ME,10000474000118,EPP,10,2025-07-14,1
475,Construtora Oeste S.A.,10000475000125,EPP,11,2026-03-17,1
476,Confeccoes Oeste e Cia,10000476000132,EPP,5,2025-04-13,1
477,Alimentos Souza S.A.,10000477000139,MEDIA,16,2025-05-30,1
478,Papelaria Souza ME,10000478000146,MEI,16,2026-02-23,1
479,Alimentos Silva e Cia,10000479000153,MEI,13,2025-10-07,1
480,Transportes Silva S.A.,10000480000160,EPP,6,2025-04-18,1
481,Confeccoes Litoral Ltda,10000481000167,EPP,15,2026-02-12,1
482,Construtora Souza ME,10000482000174,MEI,14,2025-12-04,1
483,Tecnologia Central Ltda,10000483000181,MEI,5,2025-11-03,1
484,Papelaria Central e Cia,10000484000188,ME,16,2026-04-17,1
485,Transportes Silva ME,10000485000195,ME,14,2026-02-20,1
486,Distribuidora Souza ME,10000486000102,MEI,3,2025-11-10,1
487,Papelaria Litoral S.A.,10000487000109,MEDIA,2,2025-06-19,1
488,Distribuidora Silva Ltda,10000488000116,MEI,14,2025-09-19,1
489,Construtora Oeste S.A.,10000489000123,ME,8,2025-12-14,1
490,Alimentos Silva S.A.,10000490000130,MEI,5,2025-08-01,1
491,Distribuidora Litoral EIRELI,10000491000137,MEI,3,2025-06-25,1
492,Servicos Norte S.A.,10000492000144,MEI,15,2025-02-19,1
493,Construtora Oeste Ltda,10000493000151,MEI,15,2026-02-19,1
494,Comercial Oeste Ltda,10000494000158,ME,4,2025-03-26,1
495,Transportes Souza e Cia,10000495000165,MEI,8,2025-10-14,1
496,Construtora Souza S.A.,10000496000172,ME,14,2025-04-06,1
497,Tecnologia Silva e Cia,10000497000179,EPP,14,2025-08-19,1
498,Tecnologia Silva EIRELI,10000498000186,MEI,14,2026-01-21,1
499,Papelaria Silva e Cia,10000499000193,MEI,3,2025-06-16,1
500,Construtora Silva ME,10000500000100,ME,7,2025-09-08,1
501,Papelaria Central e Cia,10000501000107,MEI,11,2025-02-28,1
502,Alimentos Central e Cia,10000502000114,MEI,12,2025-12-11,1
503,Papelaria Norte Ltda,10000503000121,ME,10,2025-06-10,1
504,Servicos Oeste Ltda,10000504000128,MEI,4,2025-12-22,1
505,Transportes Central S.A.,10000505000135,ME,5,2025-10-22,1
506,Tecnologia Souza S.A.,10000506000142,ME,13,2025-12-22,1
507,Transportes Souza S.A.,10000507000149,MEI,6,2025-04-06,1
508,Construtora Norte Ltda,10000508000156,EPP,11,2026-05-03,1
509,Construtora Souza EIRELI,10000509000163,EPP,1,2026-05-09,1
510,Tecnologia Litoral S.A.,10000510000170,MEI,16,2026-03-07,1
511,Construtora Souza Ltda,10000511000177,ME,15,2026-02-12,1
512,Confeccoes Silva ME,10000512000184,MEI,8,2025-05-28,1
513,Construtora Norte S.A.,10000513000191,ME,6,2025-02-27,1
514,Confeccoes Norte ME,10000514000198,ME,4,2026-01-23,1
515,Construtora Norte EIRELI,10000515000105,MEDIA,2,2025-02-22,1
516,Confeccoes Silva S.A.,10000516000112,MEI,8,2026-03-18,1
517,Construtora Silva EIRELI,10000517000119,MEI,3,2026-01-13,1
518,Papelaria Litoral S.A.,10000518000126,MEI,12,2025-03-13,1
519,Servicos Silva e Cia,10000519000133,MEI,7,2025-05-24,1
520,Alimentos Litoral ME,10000520000140,MEI,6,2025-05-17,1
521,Industria Central Ltda,10000521000147,GRANDE,4,2026-03-20,1
522,Industria Souza EIRELI,10000522000154,ME,5,2026-03-01,1
523,Tecnologia Central EIRELI,10000523000161,ME,8,2025-05-18,1
524,Tecnologia Central Ltda,10000524000168,ME,14,2026-03-27,1
525,Tecnologia Norte ME,10000525000175,ME,3,2026-03-26,1
526,Construtora Central ME,10000526000182,ME,12,2026-03-21,1
527,Construtora Litoral ME,10000527000189,EPP,3,2026-02-12,1
528,Servicos Central EIRELI,10000528000196,ME,13,2025-06-15,1
529,Alimentos Norte e Cia,10000529000103,MEI,10,2026-03-13,1
530,Alimentos Litoral Ltda,10000530000110,MEI,16,2025-11-17,1
531,Comercial Silva EIRELI,10000531000117,MEI,15,2025-01-01,1
532,Servicos Litoral EIRELI,10000532000124,EPP,14,2025-06-04,1
533,Confeccoes Silva ME,10000533000131,MEI,6,2025-07-10,1
534,Comercial Central ME,10000534000138,ME,6,2026-01-22,1
535,Tecnologia Litoral Ltda,10000535000145,ME,8,2025-01-01,1
536,Construtora Silva EIRELI,10000536000152,ME,7,2025-09-23,1
537,Comercial Silva ME,10000537000159,EPP,15,2026-03-17,1
538,Industria Central Ltda,10000538000166,MEI,14,2025-02-15,1
539,Distribuidora Oeste ME,10000539000173,EPP,4,2025-03-12,1
540,Industria Litoral EIRELI,10000540000180,MEI,13,2025-10-16,1
541,Papelaria Litoral EIRELI,10000541000187,MEI,1,2026-01-05,1
542,Industria Central e Cia,10000542000194,ME,7,2026-03-17,1
543,Distribuidora Silva EIRELI,10000543000101,ME,7,2025-10-29,1
544,Alimentos Central ME,10000544000108,ME,13,2025-05-07,1
545,Distribuidora Souza e Cia,10000545000115,ME,9,2026-01-05,1
546,Comercial Litoral ME,10000546000122,MEI,10,2025-11-07,1
547,Tecnologia Oeste Ltda,10000547000129,ME,7,2026-02-11,1
548,Construtora Central Ltda,10000548000136,MEI,8,2025-11-23,1
549,Transportes Silva ME,10000549000143,EPP,3,2025-03-09,1
550,Papelaria Central ME,10000550000150,ME,13,2025-03-30,1
551,Distribuidora Silva e Cia,10000551000157,MEI,16,2025-05-15,1
552,Comercial Silva S.A.,10000552000164,ME,7,2025-11-18,1
553,Tecnologia Litoral S.A.,10000553000171,MEI,14,2025-10-02,1
554,Confeccoes Silva ME,10000554000178,MEI,5,2026-04-17,1
555,Industria Norte ME,10000555000185,MEI,7,2025-11-21,1
556,Confeccoes Litoral S.A.,10000556000192,ME,3,2026-03-10,1
557,Comercial Souza Ltda,10000557000199,EPP,8,2025-03-01,1
558,Papelaria Norte Ltda,10000558000106,MEI,15,2026-01-15,1
559,Distribuidora Silva EIRELI,10000559000113,ME,6,2025-03-25,1
560,Alimentos Norte e Cia,10000560000120,ME,16,2026-01-05,1
561,Industria Oeste EIRELI,10000561000127,ME,9,2026-03-24,1
562,Distribuidora Silva ME,10000562000134,EPP,9,2025-05-20,1
563,Confeccoes Litoral e Cia,10000563000141,ME,3,2025-09-12,1
564,Transportes Oeste Ltda,10000564000148,ME,15,2025-10-18,1
565,Alimentos Souza ME,10000565000155,ME,6,2026-04-03,1
566,Servicos Litoral e Cia,10000566000162,MEI,4,2026-03-16,1
567,Servicos Silva S.A.,10000567000169,MEI,1,2026-04-17,1
568,Industria Silva e Cia,10000568000176,EPP,5,2026-01-01,1
569,Servicos Oeste EIRELI,10000569000183,MEI,14,2026-01-04,1
570,Confeccoes Silva e Cia,10000570000190,MEI,11,2025-09-15,1
571,Industria Souza e Cia,10000571000197,MEDIA,2,2026-05-04,1
572,Distribuidora Central ME,10000572000104,ME,13,2025-06-09,1
573,Distribuidora Norte S.A.,10000573000111,MEI,11,2025-04-13,1
574,Papelaria Oeste e Cia,10000574000118,MEI,10,2025-07-08,1
575,Servicos Litoral e Cia,10000575000125,ME,16,2025-05-06,1
576,Comercial Central Ltda,10000576000132,MEI,5,2025-06-27,1
577,Alimentos Silva S.A.,10000577000139,EPP,1,2026-01-08,1
578,Distribuidora Souza e Cia,10000578000146,MEDIA,10,2025-08-03,1
579,Comercial Souza ME,10000579000153,MEI,16,2026-04-17,1
580,Transportes Central ME,10000580000160,ME,8,2026-01-18,1
581,Papelaria Silva e Cia,10000581000167,MEI,3,2026-02-24,1
582,Distribuidora Norte e Cia,10000582000174,MEI,13,2025-12-06,1
583,Servicos Oeste ME,10000583000181,EPP,5,2026-04-20,1
584,Alimentos Oeste S.A.,10000584000188,MEI,13,2025-02-08,1
585,Industria Norte Ltda,10000585000195,MEI,7,2025-03-26,1
586,Construtora Oeste S.A.,10000586000102,MEI,15,2025-07-03,1
587,Construtora Oeste S.A.,10000587000109,MEI,7,2025-03-03,1
588,Industria Litoral ME,10000588000116,EPP,3,2025-12-23,1
589,Servicos Oeste EIRELI,10000589000123,MEI,2,2025-05-08,1
590,Tecnologia Norte Ltda,10000590000130,ME,12,2025-05-14,1
591,Comercial Central S.A.,10000591000137,ME,6,2025-10-09,1
592,Distribuidora Central Ltda,10000592000144,EPP,8,2025-03-13,1
593,Comercial Silva EIRELI,10000593000151,MEI,4,2026-02-26,1
594,Alimentos Litoral Ltda,10000594000158,ME,13,2025-05-13,1
595,Comercial Silva EIRELI,10000595000165,EPP,3,2025-08-16,1
596,Distribuidora Oeste Ltda,10000596000172,MEI,5,2025-08-25,1
597,Industria Norte S.A.,10000597000179,EPP,2,2025-07-22,1
598,Comercial Central S.A.,10000598000186,MEI,16,2025-04-20,1
599,Confeccoes Oeste S.A.,10000599000193,EPP,6,2025-01-18,1
600,Confeccoes Central S.A.,10000600000100,EPP,8,2025-09-03,1
601,Distribuidora Oeste S.A.,10000601000107,MEI,2,2025-04-13,1
602,Transportes Silva S.A.,10000602000114,ME,8,2025-07-03,1
603,Transportes Central ME,10000603000121,EPP,16,2025-09-15,1
604,Tecnologia Oeste EIRELI,10000604000128,MEI,11,2025-11-02,1
605,Comercial Oeste Ltda,10000605000135,EPP,8,2025-08-30,1
606,Papelaria Souza EIRELI,10000606000142,MEI,12,2025-12-03,1
607,Confeccoes Norte Ltda,10000607000149,ME,8,2026-05-01,1
608,Papelaria Central ME,10000608000156,EPP,8,2026-03-09,1
609,Industria Souza e Cia,10000609000163,MEI,6,2026-01-13,1
610,Papelaria Silva ME,10000610000170,EPP,12,2025-10-16,1
611,Papelaria Souza S.A.,10000611000177,ME,5,2025-03-31,1
612,Comercial Silva Ltda,10000612000184,MEI,16,2025-04-23,1
613,Transportes Central Ltda,10000613000191,MEI,1,2025-11-11,1
614,Industria Oeste EIRELI,10000614000198,EPP,7,2026-03-09,1
615,Comercial Silva EIRELI,10000615000105,ME,11,2026-04-15,1
616,Distribuidora Norte ME,10000616000112,MEDIA,5,2025-07-11,1
617,Papelaria Silva ME,10000617000119,MEI,13,2025-03-11,1
618,Tecnologia Litoral S.A.,10000618000126,ME,6,2025-03-31,1
619,Servicos Litoral e Cia,10000619000133,EPP,12,2025-07-13,1
620,Confeccoes Souza EIRELI,10000620000140,ME,10,2026-05-01,1
621,Papelaria Silva EIRELI,10000621000147,ME,13,2026-04-17,1
622,Papelaria Silva S.A.,10000622000154,MEI,8,2026-01-17,1
623,Servicos Oeste ME,10000623000161,MEI,3,2026-03-30,1
624,Alimentos Central Ltda,10000624000168,MEI,3,2025-05-08,1
625,Alimentos Oeste Ltda,10000625000175,ME,3,2025-01-25,1
626,Construtora Litoral S.A.,10000626000182,MEDIA,13,2026-03-29,1
627,Construtora Central ME,10000627000189,ME,14,2025-02-21,1
628,Papelaria Litoral EIRELI,10000628000196,MEI,16,2025-02-07,1
629,Confeccoes Silva ME,10000629000103,MEI,2,2025-02-23,1
630,Alimentos Souza S.A.,10000630000110,MEI,3,2025-02-08,1
631,Alimentos Norte e Cia,10000631000117,EPP,3,2025-12-27,1
632,Tecnologia Litoral EIRELI,10000632000124,ME,1,2025-08-11,1
633,Comercial Silva ME,10000633000131,MEI,6,2025-04-08,1
634,Transportes Litoral e Cia,10000634000138,MEI,14,2025-05-25,1
635,Servicos Silva Ltda,10000635000145,MEI,10,2025-10-09,1
636,Industria Silva ME,10000636000152,MEI,16,2025-02-14,1
637,Papelaria Central EIRELI,10000637000159,MEI,10,2025-04-16,1
638,Confeccoes Silva S.A.,10000638000166,EPP,6,2025-06-07,1
639,Construtora Central ME,10000639000173,MEI,13,2025-10-06,1
640,Industria Oeste S.A.,10000640000180,MEI,13,2025-08-17,1
641,Confeccoes Central S.A.,10000641000187,MEI,2,2026-03-05,1
642,Papelaria Silva EIRELI,10000642000194,ME,9,2025-12-08,1
643,Distribuidora Litoral ME,10000643000101,EPP,4,2025-07-31,1
644,Transportes Silva S.A.,10000644000108,EPP,8,2025-08-03,1
645,Papelaria Souza S.A.,10000645000115,MEI,16,2025-07-22,1
646,Transportes Norte e Cia,10000646000122,EPP,2,2025-12-13,1
647,Distribuidora Central EIRELI,10000647000129,EPP,5,2025-03-27,1
648,Servicos Souza Ltda,10000648000136,MEI,7,2025-12-16,1
649,Servicos Litoral EIRELI,10000649000143,EPP,14,2025-05-13,1
650,Distribuidora Silva S.A.,10000650000150,ME,11,2025-10-10,1
651,Confeccoes Norte S.A.,10000651000157,EPP,11,2025-01-07,1
652,Distribuidora Central EIRELI,10000652000164,MEI,14,2025-10-29,1
653,Distribuidora Norte Ltda,10000653000171,ME,4,2026-03-21,1
654,Tecnologia Oeste S.A.,10000654000178,ME,12,2025-10-20,1
655,Comercial Souza ME,10000655000185,MEI,16,2025-11-13,1
656,Comercial Central ME,10000656000192,ME,13,2025-01-26,1
657,Confeccoes Oeste Ltda,10000657000199,MEI,16,2026-02-11,1
658,Confeccoes Oeste S.A.,10000658000106,EPP,10,2025-12-17,1
659,Servicos Souza ME,10000659000113,MEDIA,4,2025-08-15,1
660,Confeccoes Litoral S.A.,10000660000120,ME,11,2025-02-15,1
661,Construtora Souza S.A.,10000661000127,ME,7,2026-01-24,1
662,Comercial Norte EIRELI,10000662000134,MEI,12,2025-12-30,1
663,Industria Norte e Cia,10000663000141,MEI,13,2025-04-09,1
664,Comercial Souza Ltda,10000664000148,ME,7,2026-04-16,1
665,Servicos Oeste ME,10000665000155,EPP,12,2025-09-16,1
666,Distribuidora Litoral Ltda,10000666000162,MEI,13,2025-09-08,1
667,Industria Central e Cia,10000667000169,ME,15,2025-06-26,1
668,Confeccoes Litoral Ltda,10000668000176,MEI,6,2025-07-17,1
669,Industria Norte EIRELI,10000669000183,EPP,2,2025-11-28,1
670,Servicos Oeste S.A.,10000670000190,ME,8,2026-03-19,1
671,Construtora Souza EIRELI,10000671000197,ME,1,2025-01-05,1
672,Confeccoes Norte ME,10000672000104,ME,8,2025-12-30,1
673,Tecnologia Central ME,10000673000111,ME,9,2025-04-22,1
674,Confeccoes Litoral e Cia,10000674000118,EPP,15,2025-07-23,1
675,Comercial Norte ME,10000675000125,ME,4,2025-11-01,1
676,Confeccoes Litoral Ltda,10000676000132,ME,10,2025-06-22,1
677,Alimentos Oeste ME,10000677000139,ME,9,2026-05-03,1
678,Servicos Souza e Cia,10000678000146,ME,10,2026-04-06,1
679,Papelaria Central ME,10000679000153,ME,2,2026-01-05,1
680,Construtora Oeste ME,10000680000160,EPP,1,2025-07-27,1
681,Comercial Norte e Cia,10000681000167,EPP,13,2025-06-25,1
682,Transportes Litoral S.A.,10000682000174,EPP,8,2025-12-10,1
683,Transportes Oeste EIRELI,10000683000181,EPP,12,2026-03-25,1
684,Confeccoes Silva S.A.,10000684000188,MEI,6,2025-05-13,1
685,Alimentos Litoral Ltda,10000685000195,MEI,6,2025-04-25,1
686,Tecnologia Oeste ME,10000686000102,MEI,10,2025-05-31,1
687,Distribuidora Central Ltda,10000687000109,EPP,15,2025-10-26,1
688,Construtora Souza e Cia,10000688000116,MEI,3,2025-12-15,1
689,Transportes Oeste S.A.,10000689000123,MEI,13,2026-03-14,1
690,Industria Souza ME,10000690000130,MEI,5,2025-10-19,1
691,Industria Oeste EIRELI,10000691000137,ME,15,2025-09-07,1
692,Industria Oeste Ltda,10000692000144,MEI,11,2025-05-21,1
693,Industria Norte EIRELI,10000693000151,ME,7,2026-01-26,1
694,Industria Norte S.A.,10000694000158,ME,3,2025-07-26,1
695,Construtora Central Ltda,10000695000165,MEI,14,2025-04-13,1
696,Comercial Oeste e Cia,10000696000172,MEI,12,2025-12-13,1
697,Servicos Souza ME,10000697000179,MEI,1,2025-02-22,1
698,Transportes Norte ME,10000698000186,MEI,13,2026-02-26,1
699,Confeccoes Oeste S.A.,10000699000193,ME,2,2025-11-02,1
700,Tecnologia Litoral EIRELI,10000700000100,MEI,11,2026-04-07,1
701,Alimentos Souza EIRELI,10000701000107,EPP,16,2026-04-16,1
702,Comercial Souza EIRELI,10000702000114,ME,13,2025-03-09,1
703,Comercial Norte e Cia,10000703000121,MEI,7,2025-07-07,1
704,Tecnologia Litoral ME,10000704000128,ME,2,2025-11-16,1
705,Papelaria Silva Ltda,10000705000135,ME,2,2025-01-11,1
706,Distribuidora Central S.A.,10000706000142,MEI,2,2025-10-08,1
707,Construtora Litoral EIRELI,10000707000149,MEI,9,2025-12-18,1
708,Confeccoes Central Ltda,10000708000156,ME,1,2025-05-19,1
709,Tecnologia Silva e Cia,10000709000163,ME,5,2025-03-02,1
710,Distribuidora Silva S.A.,10000710000170,MEI,10,2025-04-13,1
711,Transportes Souza ME,10000711000177,ME,9,2025-06-01,1
712,Comercial Norte S.A.,10000712000184,EPP,6,2025-12-19,1
713,Alimentos Souza Ltda,10000713000191,MEI,16,2025-02-15,1
714,Papelaria Litoral S.A.,10000714000198,MEI,4,2025-02-16,1
715,Distribuidora Oeste EIRELI,10000715000105,ME,3,2026-05-16,1
716,Confeccoes Central Ltda,10000716000112,MEI,10,2025-03-31,1
717,Confeccoes Oeste ME,10000717000119,MEI,2,2025-03-01,1
718,Comercial Silva EIRELI,10000718000126,ME,4,2025-03-29,1
719,Alimentos Central e Cia,10000719000133,MEI,11,2026-01-11,1
720,Alimentos Oeste EIRELI,10000720000140,MEI,3,2025-07-24,1
721,Confeccoes Central S.A.,10000721000147,ME,15,2025-11-29,1
722,Distribuidora Souza Ltda,10000722000154,MEDIA,6,2026-03-09,1
723,Distribuidora Central e Cia,10000723000161,ME,6,2025-10-19,1
724,Industria Norte S.A.,10000724000168,ME,15,2025-11-10,1
725,Industria Central S.A.,10000725000175,MEI,1,2025-07-30,1
726,Comercial Silva ME,10000726000182,ME,15,2025-01-07,1
727,Alimentos Norte e Cia,10000727000189,ME,8,2025-11-13,1
728,Tecnologia Litoral EIRELI,10000728000196,ME,4,2025-12-06,1
729,Industria Norte e Cia,10000729000103,MEI,13,2025-11-26,1
730,Transportes Central S.A.,10000730000110,EPP,6,2025-02-08,1
731,Alimentos Souza ME,10000731000117,MEDIA,16,2025-01-26,1
732,Transportes Litoral S.A.,10000732000124,MEI,8,2025-05-01,1
733,Construtora Central e Cia,10000733000131,MEI,3,2026-03-15,1
734,Construtora Oeste Ltda,10000734000138,MEDIA,16,2026-01-17,1
735,Distribuidora Central S.A.,10000735000145,MEI,1,2025-10-09,1
736,Distribuidora Norte e Cia,10000736000152,ME,1,2026-04-01,1
737,Construtora Oeste ME,10000737000159,EPP,7,2026-02-23,1
738,Construtora Oeste e Cia,10000738000166,ME,8,2025-11-04,1
739,Alimentos Litoral S.A.,10000739000173,MEI,16,2026-01-24,1
740,Comercial Oeste ME,10000740000180,EPP,8,2026-05-09,1
741,Transportes Norte ME,10000741000187,ME,10,2025-01-24,1
742,Construtora Souza S.A.,10000742000194,MEI,6,2025-11-09,1
743,Servicos Silva S.A.,10000743000101,MEI,7,2026-02-27,1
744,Alimentos Silva S.A.,10000744000108,MEI,7,2025-11-21,1
745,Construtora Central e Cia,10000745000115,MEDIA,4,2025-03-10,1
746,Comercial Norte Ltda,10000746000122,ME,16,2025-08-10,1
747,Transportes Souza e Cia,10000747000129,MEI,16,2026-02-22,1
748,Distribuidora Central e Cia,10000748000136,ME,5,2025-06-14,1
749,Tecnologia Norte EIRELI,10000749000143,MEI,13,2026-05-09,1
750,Confeccoes Central EIRELI,10000750000150,MEI,11,2025-11-05,1
751,Transportes Oeste e Cia,10000751000157,ME,10,2025-04-13,1
752,Papelaria Litoral ME,10000752000164,ME,7,2026-04-17,1
753,Industria Norte e Cia,10000753000171,ME,5,2025-06-15,1
754,Alimentos Norte S.A.,10000754000178,ME,4,2026-04-28,1
755,Transportes Oeste S.A.,10000755000185,EPP,14,2025-09-25,1
756,Comercial Central EIRELI,10000756000192,MEI,4,2025-01-29,1
757,Confeccoes Souza ME,10000757000199,ME,7,2025-03-16,1
758,Confeccoes Souza e Cia,10000758000106,MEI,2,2026-02-21,1
759,Distribuidora Norte e Cia,10000759000113,EPP,15,2026-01-16,1
760,Servicos Norte ME,10000760000120,ME,13,2025-01-25,1
761,Tecnologia Central ME,10000761000127,MEDIA,13,2025-01-28,1
762,Confeccoes Souza e Cia,10000762000134,EPP,1,2026-03-17,1
763,Servicos Litoral ME,10000763000141,ME,15,2025-10-07,1
764,Servicos Oeste S.A.,10000764000148,MEI,7,2025-12-16,1
765,Industria Souza e Cia,10000765000155,MEI,3,2025-01-21,1
766,Confeccoes Norte ME,10000766000162,MEI,14,2025-10-27,1
767,Comercial Oeste S.A.,10000767000169,ME,9,2025-03-21,1
768,Industria Oeste e Cia,10000768000176,MEI,2,2026-04-23,1
769,Construtora Norte e Cia,10000769000183,MEI,10,2026-02-06,1
770,Transportes Souza EIRELI,10000770000190,ME,11,2026-02-07,1
771,Tecnologia Norte e Cia,10000771000197,MEI,6,2025-06-28,1
772,Servicos Litoral ME,10000772000104,MEI,8,2025-05-31,1
773,Papelaria Norte S.A.,10000773000111,GRANDE,7,2026-02-26,1
774,Distribuidora Litoral ME,10000774000118,MEI,1,2026-04-09,1
775,Comercial Litoral ME,10000775000125,MEI,8,2026-02-12,1
776,Tecnologia Oeste e Cia,10000776000132,ME,4,2025-01-13,1
777,Transportes Norte S.A.,10000777000139,ME,12,2025-06-01,1
778,Alimentos Norte Ltda,10000778000146,EPP,7,2025-03-27,1
779,Distribuidora Souza EIRELI,10000779000153,EPP,1,2025-08-06,1
780,Servicos Norte S.A.,10000780000160,ME,4,2026-04-27,1
781,Industria Silva S.A.,10000781000167,ME,3,2025-01-20,1
782,Distribuidora Silva EIRELI,10000782000174,ME,3,2025-10-13,1
783,Papelaria Souza ME,10000783000181,MEI,3,2025-08-19,1
784,Tecnologia Oeste Ltda,10000784000188,MEI,13,2025-03-02,1
785,Papelaria Silva e Cia,10000785000195,MEI,1,2026-03-11,1
786,Alimentos Norte Ltda,10000786000102,MEI,3,2025-12-18,1
787,Papelaria Silva ME,10000787000109,ME,10,2025-08-13,1
788,Tecnologia Litoral Ltda,10000788000116,ME,13,2025-10-01,1
789,Industria Litoral S.A.,10000789000123,ME,8,2026-03-11,1
