cliente_id,razao_social,cnpj,porte,municipio,gestor_id,gestor,vertical,status,qtd_planos_concluidos,qtd_planos_inconsistentes,planos_concluidos,planos_inconsistentes,pj_distinto_oficial,elegivel_azul,respondeu,aumento_faturamento_pct
572,Distribuidora Central ME,10000572000104,ME,PRESIDENTE PRUDENTE,13,Mariana Teles,Consultoria Especializada,Participante,0,0,,,0,0,0,
573,Distribuidora Norte S.A.,10000573000111,MEI,CAMPINAS,11,Karina Reis,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
574,Papelaria Oeste e Cia,10000574000118,MEI,BAURU,10,Joao Pedro,Turismo e Agronegocio,Participante,0,0,,,0,0,0,
575,Servicos Litoral e Cia,10000575000125,ME,MARILIA,16,Paulo Cezar,Tecnologia e Inovacao,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,1,31.8
576,Comercial Central Ltda,10000576000132,MEI,RIBEIRAO PRETO,5,Elisa Rocha,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
577,Alimentos Silva S.A.,10000577000139,EPP,MARILIA,1,Ana Souza,Comercio e Servicos,Participante,0,0,,,0,0,0,
578,Distribuidora Souza e Cia,10000578000146,MEDIA,CAMPINAS,10,Joao Pedro,Turismo e Agronegocio,Sem atendimento,0,0,,,0,0,1,34.7
579,Comercial Souza ME,10000579000153,MEI,RIBEIRAO PRETO,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
580,Transportes Central ME,10000580000160,ME,PRESIDENTE PRUDENTE,8,Hugo Ramos,Comercio e Servicos,Participante,0,0,,,0,0,0,
581,Papelaria Silva e Cia,10000581000167,MEI,SAO CARLOS,3,Carla Dias,Turismo e Agronegocio,Participante,0,0,,,0,0,1,39.75
582,Distribuidora Norte e Cia,10000582000174,MEI,SAO JOSE DO RIO PRETO,13,Mariana Teles,Consultoria Especializada,Participante,0,0,,,0,0,0,
583,Servicos Oeste ME,10000583000181,EPP,BAURU,5,Elisa Rocha,Empreendedorismo Cultural,Sem atendimento,0,0,,,0,0,0,
584,Alimentos Oeste S.A.,10000584000188,MEI,PRESIDENTE PRUDENTE,13,Mariana Teles,Consultoria Especializada,Sem atendimento,0,0,,,0,0,1,-2.59
585,Industria Norte Ltda,10000585000195,MEI,SOROCABA,7,Giovana Melo,Sustentabilidade,Participante,0,0,,,0,0,1,-1.81
586,Construtora Oeste S.A.,10000586000102,MEI,BAURU,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,0,
587,Construtora Oeste S.A.,10000587000109,MEI,CAMPINAS,7,Giovana Melo,Sustentabilidade,Sem atendimento,0,0,,,0,0,0,
588,Industria Litoral ME,10000588000116,EPP,PRESIDENTE PRUDENTE,3,Carla Dias,Turismo e Agronegocio,Participante,0,0,,,0,0,0,
589,Servicos Oeste EIRELI,10000589000123,MEI,SAO CARLOS,2,Bruno Lima,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,9.4
590,Tecnologia Norte Ltda,10000590000130,ME,MARILIA,12,Lucas Barros,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
591,Comercial Central S.A.,10000591000137,ME,BAURU,6,Fabio Nunes,Consultoria Especializada,Participante,0,0,,,0,0,0,
592,Distribuidora Central Ltda,10000592000144,EPP,ARACATUBA,8,Hugo Ramos,Comercio e Servicos,Participante,0,0,,,0,0,0,
593,Comercial Silva EIRELI,10000593000151,MEI,PRESIDENTE PRUDENTE,4,Diego Alves,Atendimento ao Cliente,Participante,0,0,,,0,0,1,8.41
594,Alimentos Litoral Ltda,10000594000158,ME,ARACATUBA,13,Mariana Teles,Consultoria Especializada,Participante,0,0,,,0,0,1,36.86
595,Comercial Silva EIRELI,10000595000165,EPP,SOROCABA,3,Carla Dias,Turismo e Agronegocio,Participante,0,0,,,0,0,1,4.04
596,Distribuidora Oeste Ltda,10000596000172,MEI,FRANCA,5,Elisa Rocha,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
597,Industria Norte S.A.,10000597000179,EPP,SAO CARLOS,2,Bruno Lima,Tecnologia e Inovacao,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,1,27.13
598,Comercial Central S.A.,10000598000186,MEI,CAMPINAS,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
599,Confeccoes Oeste S.A.,10000599000193,EPP,BAURU,6,Fabio Nunes,Consultoria Especializada,Participante,0,0,,,0,0,1,30.36
600,Confeccoes Central S.A.,10000600000100,EPP,CAMPINAS,8,Hugo Ramos,Comercio e Servicos,Sem atendimento,0,0,,,0,0,0,
601,Distribuidora Oeste S.A.,10000601000107,MEI,BAURU,2,Bruno Lima,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,4.67
602,Transportes Silva S.A.,10000602000114,ME,SAO JOSE DO RIO PRETO,8,Hugo Ramos,Comercio e Servicos,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
603,Transportes Central ME,10000603000121,EPP,PRESIDENTE PRUDENTE,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,22.0
604,Tecnologia Oeste EIRELI,10000604000128,MEI,CAMPINAS,11,Karina Reis,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
605,Comercial Oeste Ltda,10000605000135,EPP,FRANCA,8,Hugo Ramos,Comercio e Servicos,Participante,0,0,,,0,0,1,20.79
606,Papelaria Souza EIRELI,10000606000142,MEI,SAO JOSE DO RIO PRETO,12,Lucas Barros,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
607,Confeccoes Norte Ltda,10000607000149,ME,MARILIA,8,Hugo Ramos,Comercio e Servicos,Sem atendimento,0,0,,,0,0,0,
608,Papelaria Central ME,10000608000156,EPP,MARILIA,8,Hugo Ramos,Comercio e Servicos,Participante,0,0,,,0,0,1,30.86
609,Industria Souza e Cia,10000609000163,MEI,RIBEIRAO PRETO,6,Fabio Nunes,Consultoria Especializada,Participante,0,0,,,0,0,0,
610,Papelaria Silva ME,10000610000170,EPP,SOROCABA,12,Lucas Barros,Empreendedorismo Cultural,Participante,0,0,,,0,0,1,-15.0
611,Papelaria Souza S.A.,10000611000177,ME,BAURU,5,Elisa Rocha,Empreendedorismo Cultural,Participante,0,0,,,0,0,1,24.89
612,Comercial Silva Ltda,10000612000184,MEI,RIBEIRAO PRETO,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
613,Transportes Central Ltda,10000613000191,MEI,SOROCABA,1,Ana Souza,Comercio e Servicos,Participante,0,0,,,0,0,0,
614,Industria Oeste EIRELI,10000614000198,EPP,MARILIA,7,Giovana Melo,Sustentabilidade,Participante,0,0,,,0,0,1,-2.44
615,Comercial Silva EIRELI,10000615000105,ME,CAMPINAS,11,Karina Reis,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
616,Distribuidora Norte ME,10000616000112,MEDIA,SOROCABA,5,Elisa Rocha,Empreendedorismo Cultural,Sem atendimento,0,0,,,0,0,0,
617,Papelaria Silva ME,10000617000119,MEI,BAURU,13,Mariana Teles,Consultoria Especializada,Participante,0,0,,,0,0,1,24.72
618,Tecnologia Litoral S.A.,10000618000126,ME,ARACATUBA,6,Fabio Nunes,Consultoria Especializada,Participante,0,0,,,0,0,1,11.96
619,Servicos Litoral e Cia,10000619000133,EPP,SAO CARLOS,12,Lucas Barros,Empreendedorismo Cultural,Participante,0,0,,,0,0,1,4.39
620,Confeccoes Souza EIRELI,10000620000140,ME,SOROCABA,10,Joao Pedro,Turismo e Agronegocio,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
621,Papelaria Silva EIRELI,10000621000147,ME,SOROCABA,13,Mariana Teles,Consultoria Especializada,Participante,0,0,,,0,0,1,11.03
622,Papelaria Silva S.A.,10000622000154,MEI,FRANCA,8,Hugo Ramos,Comercio e Servicos,Participante,0,0,,,0,0,1,29.5
623,Servicos Oeste ME,10000623000161,MEI,RIBEIRAO PRETO,3,Carla Dias,Turismo e Agronegocio,Participante,0,0,,,0,0,0,
624,Alimentos Central Ltda,10000624000168,MEI,SAO CARLOS,3,Carla Dias,Turismo e Agronegocio,Participante,0,0,,,0,0,1,-2.69
625,Alimentos Oeste Ltda,10000625000175,ME,SOROCABA,3,Carla Dias,Turismo e Agronegocio,Participante,0,0,,,0,0,0,
626,Construtora Litoral S.A.,10000626000182,MEDIA,ARACATUBA,13,Mariana Teles,Consultoria Especializada,Sem atendimento,0,0,,,0,0,0,
627,Construtora Central ME,10000627000189,ME,CAMPINAS,14,Nicolas Vieira,Sustentabilidade,Participante,0,0,,,0,0,1,17.27
628,Papelaria Litoral EIRELI,10000628000196,MEI,CAMPINAS,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
629,Confeccoes Silva ME,10000629000103,MEI,FRANCA,2,Bruno Lima,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
630,Alimentos Souza S.A.,10000630000110,MEI,BAURU,3,Carla Dias,Turismo e Agronegocio,Participante,0,0,,,0,0,0,
631,Alimentos Norte e Cia,10000631000117,EPP,SAO JOSE DO RIO PRETO,3,Carla Dias,Turismo e Agronegocio,Participante,0,0,,,0,0,0,
632,Tecnologia Litoral EIRELI,10000632000124,ME,ARACATUBA,1,Ana Souza,Comercio e Servicos,Participante,0,0,,,0,0,0,
633,Comercial Silva ME,10000633000131,MEI,SAO CARLOS,6,Fabio Nunes,Consultoria Especializada,Participante,0,0,,,0,0,0,
634,Transportes Litoral e Cia,10000634000138,MEI,MARILIA,14,Nicolas Vieira,Sustentabilidade,Participante,0,0,,,0,0,1,50.86
635,Servicos Silva Ltda,10000635000145,MEI,BAURU,10,Joao Pedro,Turismo e Agronegocio,Participante,0,0,,,0,0,0,
636,Industria Silva ME,10000636000152,MEI,FRANCA,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,48.01
637,Papelaria Central EIRELI,10000637000159,MEI,MARILIA,10,Joao Pedro,Turismo e Agronegocio,Participante,0,0,,,0,0,0,
638,Confeccoes Silva S.A.,10000638000166,EPP,BAURU,6,Fabio Nunes,Consultoria Especializada,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
639,Construtora Central ME,10000639000173,MEI,BAURU,13,Mariana Teles,Consultoria Especializada,Participante,0,0,,,0,0,1,32.27
640,Industria Oeste S.A.,10000640000180,MEI,SAO JOSE DO RIO PRETO,13,Mariana Teles,Consultoria Especializada,Concluinte,1,0,Plano B - Projetos Especiais,,1,1,0,
641,Confeccoes Central S.A.,10000641000187,MEI,PRESIDENTE PRUDENTE,2,Bruno Lima,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,-7.54
642,Papelaria Silva EIRELI,10000642000194,ME,SOROCABA,9,Iara Costa,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,35.86
643,Distribuidora Litoral ME,10000643000101,EPP,FRANCA,4,Diego Alves,Atendimento ao Cliente,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,1,-3.03
644,Transportes Silva S.A.,10000644000108,EPP,CAMPINAS,8,Hugo Ramos,Comercio e Servicos,Participante,0,0,,,0,0,0,
645,Papelaria Souza S.A.,10000645000115,MEI,RIBEIRAO PRETO,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
646,Transportes Norte e Cia,10000646000122,EPP,CAMPINAS,2,Bruno Lima,Tecnologia e Inovacao,Concluinte,1,0,Plano C - Parcerias Corporativas,,1,1,0,
647,Distribuidora Central EIRELI,10000647000129,EPP,SAO JOSE DO RIO PRETO,5,Elisa Rocha,Empreendedorismo Cultural,Participante,0,0,,,0,0,1,39.88
648,Servicos Souza Ltda,10000648000136,MEI,SOROCABA,7,Giovana Melo,Sustentabilidade,Participante,0,0,,,0,0,1,-0.88
649,Servicos Litoral EIRELI,10000649000143,EPP,FRANCA,14,Nicolas Vieira,Sustentabilidade,Participante,0,0,,,0,0,1,44.31
650,Distribuidora Silva S.A.,10000650000150,ME,BAURU,11,Karina Reis,Atendimento ao Cliente,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
651,Confeccoes Norte S.A.,10000651000157,EPP,FRANCA,11,Karina Reis,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
652,Distribuidora Central EIRELI,10000652000164,MEI,RIBEIRAO PRETO,14,Nicolas Vieira,Sustentabilidade,Sem atendimento,0,0,,,0,0,0,
653,Distribuidora Norte Ltda,10000653000171,ME,MARILIA,4,Diego Alves,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
654,Tecnologia Oeste S.A.,10000654000178,ME,SOROCABA,12,Lucas Barros,Empreendedorismo Cultural,Participante,0,0,,,0,0,1,-15.0
655,Comercial Souza ME,10000655000185,MEI,RIBEIRAO PRETO,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,30.89
656,Comercial Central ME,10000656000192,ME,BAURU,13,Mariana Teles,Consultoria Especializada,Participante,0,0,,,0,0,0,
657,Confeccoes Oeste Ltda,10000657000199,MEI,SAO JOSE DO RIO PRETO,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
658,Confeccoes Oeste S.A.,10000658000106,EPP,SAO JOSE DO RIO PRETO,10,Joao Pedro,Turismo e Agronegocio,Participante,0,0,,,0,0,0,
659,Servicos Souza ME,10000659000113,MEDIA,CAMPINAS,4,Diego Alves,Atendimento ao Cliente,Sem atendimento,0,0,,,0,0,0,
660,Confeccoes Litoral S.A.,10000660000120,ME,PRESIDENTE PRUDENTE,11,Karina Reis,Atendimento ao Cliente,Participante,0,0,,,0,0,1,-4.78
661,Construtora Souza S.A.,10000661000127,ME,BAURU,7,Giovana Melo,Sustentabilidade,Participante,0,0,,,0,0,1,34.61
662,Comercial Norte EIRELI,10000662000134,MEI,SAO JOSE DO RIO PRETO,12,Lucas Barros,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
663,Industria Norte e Cia,10000663000141,MEI,BAURU,13,Mariana Teles,Consultoria Especializada,Participante,0,0,,,0,0,1,41.94
664,Comercial Souza Ltda,10000664000148,ME,RIBEIRAO PRETO,7,Giovana Melo,Sustentabilidade,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
665,Servicos Oeste ME,10000665000155,EPP,CAMPINAS,12,Lucas Barros,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
666,Distribuidora Litoral Ltda,10000666000162,MEI,MARILIA,13,Mariana Teles,Consultoria Especializada,Participante,0,0,,,0,0,0,
667,Industria Central e Cia,10000667000169,ME,BAURU,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,1,21.95
668,Confeccoes Litoral Ltda,10000668000176,MEI,CAMPINAS,6,Fabio Nunes,Consultoria Especializada,Participante,0,0,,,0,0,0,
669,Industria Norte EIRELI,10000669000183,EPP,ARACATUBA,2,Bruno Lima,Tecnologia e Inovacao,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
670,Servicos Oeste S.A.,10000670000190,ME,FRANCA,8,Hugo Ramos,Comercio e Servicos,Concluinte,1,0,Plano B - Projetos Especiais,,1,1,0,
671,Construtora Souza EIRELI,10000671000197,ME,ARACATUBA,1,Ana Souza,Comercio e Servicos,Participante,0,0,,,0,0,0,
672,Confeccoes Norte ME,10000672000104,ME,ARACATUBA,8,Hugo Ramos,Comercio e Servicos,Participante,0,0,,,0,0,1,45.05
673,Tecnologia Central ME,10000673000111,ME,MARILIA,9,Iara Costa,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,-4.27
674,Confeccoes Litoral e Cia,10000674000118,EPP,ARACATUBA,15,Olivia Prado,Comercio e Servicos,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,1,22.15
675,Comercial Norte ME,10000675000125,ME,SAO CARLOS,4,Diego Alves,Atendimento ao Cliente,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
676,Confeccoes Litoral Ltda,10000676000132,ME,CAMPINAS,10,Joao Pedro,Turismo e Agronegocio,Participante,0,0,,,0,0,1,28.95
677,Alimentos Oeste ME,10000677000139,ME,BAURU,9,Iara Costa,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,15.18
678,Servicos Souza e Cia,10000678000146,ME,RIBEIRAO PRETO,10,Joao Pedro,Turismo e Agronegocio,Participante,0,0,,,0,0,0,
679,Papelaria Central ME,10000679000153,ME,PRESIDENTE PRUDENTE,2,Bruno Lima,Tecnologia e Inovacao,Sem atendimento,0,0,,,0,0,1,39.54
680,Construtora Oeste ME,10000680000160,EPP,CAMPINAS,1,Ana Souza,Comercio e Servicos,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
681,Comercial Norte e Cia,10000681000167,EPP,FRANCA,13,Mariana Teles,Consultoria Especializada,Participante,0,0,,,0,0,0,
682,Transportes Litoral S.A.,10000682000174,EPP,ARACATUBA,8,Hugo Ramos,Comercio e Servicos,Sem atendimento,0,0,,,0,0,0,
683,Transportes Oeste EIRELI,10000683000181,EPP,FRANCA,12,Lucas Barros,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
684,Confeccoes Silva S.A.,10000684000188,MEI,CAMPINAS,6,Fabio Nunes,Consultoria Especializada,Participante,0,0,,,0,0,1,6.45
685,Alimentos Litoral Ltda,10000685000195,MEI,MARILIA,6,Fabio Nunes,Consultoria Especializada,Sem atendimento,0,0,,,0,0,0,
686,Tecnologia Oeste ME,10000686000102,MEI,SAO JOSE DO RIO PRETO,10,Joao Pedro,Turismo e Agronegocio,Participante,0,0,,,0,0,0,
687,Distribuidora Central Ltda,10000687000109,EPP,SAO JOSE DO RIO PRETO,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,0,
688,Construtora Souza e Cia,10000688000116,MEI,ARACATUBA,3,Carla Dias,Turismo e Agronegocio,Concluinte,1,0,Plano A - Crescimento,,1,1,1,-0.38
689,Transportes Oeste S.A.,10000689000123,MEI,BAURU,13,Mariana Teles,Consultoria Especializada,Participante,0,0,,,0,0,0,
690,Industria Souza ME,10000690000130,MEI,FRANCA,5,Elisa Rocha,Empreendedorismo Cultural,Participante,0,0,,,0,0,1,28.95
691,Industria Oeste EIRELI,10000691000137,ME,MARILIA,15,Olivia Prado,Comercio e Servicos,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,1,5.41
692,Industria Oeste Ltda,10000692000144,MEI,CAMPINAS,11,Karina Reis,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
693,Industria Norte EIRELI,10000693000151,ME,PRESIDENTE PRUDENTE,7,Giovana Melo,Sustentabilidade,Participante,0,0,,,0,0,0,
694,Industria Norte S.A.,10000694000158,ME,ARACATUBA,3,Carla Dias,Turismo e Agronegocio,Participante,0,0,,,0,0,0,
695,Construtora Central Ltda,10000695000165,MEI,SAO JOSE DO RIO PRETO,14,Nicolas Vieira,Sustentabilidade,Participante,0,0,,,0,0,1,43.12
696,Comercial Oeste e Cia,10000696000172,MEI,SOROCABA,12,Lucas Barros,Empreendedorismo Cultural,Participante,0,0,,,0,0,1,45.97
697,Servicos Souza ME,10000697000179,MEI,MARILIA,1,Ana Souza,Comercio e Servicos,Participante,0,0,,,0,0,0,
698,Transportes Norte ME,10000698000186,MEI,RIBEIRAO PRETO,13,Mariana Teles,Consultoria Especializada,Participante,0,0,,,0,0,0,
699,Confeccoes Oeste S.A.,10000699000193,ME,SAO JOSE DO RIO PRETO,2,Bruno Lima,Tecnologia e Inovacao,Sem atendimento,0,0,,,0,0,0,
700,Tecnologia Litoral EIRELI,10000700000100,MEI,PRESIDENTE PRUDENTE,11,Karina Reis,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
701,Alimentos Souza EIRELI,10000701000107,EPP,SAO CARLOS,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,35.15
702,Comercial Souza EIRELI,10000702000114,ME,MARILIA,13,Mariana Teles,Consultoria Especializada,Participante,0,0,,,0,0,1,22.35
703,Comercial Norte e Cia,10000703000121,MEI,ARACATUBA,7,Giovana Melo,Sustentabilidade,Participante,0,0,,,0,0,0,
704,Tecnologia Litoral ME,10000704000128,ME,RIBEIRAO PRETO,2,Bruno Lima,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
705,Papelaria Silva Ltda,10000705000135,ME,PRESIDENTE PRUDENTE,2,Bruno Lima,Tecnologia e Inovacao,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
706,Distribuidora Central S.A.,10000706000142,MEI,ARACATUBA,2,Bruno Lima,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
707,Construtora Litoral EIRELI,10000707000149,MEI,SOROCABA,9,Iara Costa,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
708,Confeccoes Central Ltda,10000708000156,ME,SAO JOSE DO RIO PRETO,1,Ana Souza,Comercio e Servicos,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,1,23.79
709,Tecnologia Silva e Cia,10000709000163,ME,SAO CARLOS,5,Elisa Rocha,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
710,Distribuidora Silva S.A.,10000710000170,MEI,FRANCA,10,Joao Pedro,Turismo e Agronegocio,Participante,0,0,,,0,0,0,
711,Transportes Souza ME,10000711000177,ME,SOROCABA,9,Iara Costa,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
712,Comercial Norte S.A.,10000712000184,EPP,SOROCABA,6,Fabio Nunes,Consultoria Especializada,Participante,0,0,,,0,0,0,
713,Alimentos Souza Ltda,10000713000191,MEI,ARACATUBA,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,32.72
714,Papelaria Litoral S.A.,10000714000198,MEI,FRANCA,4,Diego Alves,Atendimento ao Cliente,Participante,0,0,,,0,0,1,43.54
715,Distribuidora Oeste EIRELI,10000715000105,ME,FRANCA,3,Carla Dias,Turismo e Agronegocio,Sem atendimento,0,0,,,0,0,0,
716,Confeccoes Central Ltda,10000716000112,MEI,PRESIDENTE PRUDENTE,10,Joao Pedro,Turismo e Agronegocio,Sem atendimento,0,0,,,0,0,1,18.73
717,Confeccoes Oeste ME,10000717000119,MEI,SAO CARLOS,2,Bruno Lima,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,34.34
718,Comercial Silva EIRELI,10000718000126,ME,BAURU,4,Diego Alves,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
719,Alimentos Central e Cia,10000719000133,MEI,SAO JOSE DO RIO PRETO,11,Karina Reis,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
720,Alimentos Oeste EIRELI,10000720000140,MEI,RIBEIRAO PRETO,3,Carla Dias,Turismo e Agronegocio,Participante,0,0,,,0,0,0,
721,Confeccoes Central S.A.,10000721000147,ME,MARILIA,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,1,-11.31
722,Distribuidora Souza Ltda,10000722000154,MEDIA,SOROCABA,6,Fabio Nunes,Consultoria Especializada,Sem atendimento,0,0,,,0,0,1,8.84
723,Distribuidora Central e Cia,10000723000161,ME,BAURU,6,Fabio Nunes,Consultoria Especializada,Participante,0,0,,,0,0,0,
724,Industria Norte S.A.,10000724000168,ME,SAO JOSE DO RIO PRETO,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,0,
725,Industria Central S.A.,10000725000175,MEI,ARACATUBA,1,Ana Souza,Comercio e Servicos,Participante,0,0,,,0,0,1,30.5
726,Comercial Silva ME,10000726000182,ME,SOROCABA,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,0,
727,Alimentos Norte e Cia,10000727000189,ME,ARACATUBA,8,Hugo Ramos,Comercio e Servicos,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,1,32.23
728,Tecnologia Litoral EIRELI,10000728000196,ME,RIBEIRAO PRETO,4,Diego Alves,Atendimento ao Cliente,Participante,0,0,,,0,0,1,19.65
729,Industria Norte e Cia,10000729000103,MEI,SAO JOSE DO RIO PRETO,13,Mariana Teles,Consultoria Especializada,Participante,0,0,,,0,0,0,
730,Transportes Central S.A.,10000730000110,EPP,FRANCA,6,Fabio Nunes,Consultoria Especializada,Concluinte,1,0,Plano A - Crescimento,,1,1,0,
731,Alimentos Souza ME,10000731000117,MEDIA,RIBEIRAO PRETO,16,Paulo Cezar,Tecnologia e Inovacao,Sem atendimento,0,0,,,0,0,1,47.87
732,Transportes Litoral S.A.,10000732000124,MEI,SOROCABA,8,Hugo Ramos,Comercio e Servicos,Participante,0,0,,,0,0,0,
733,Construtora Central e Cia,10000733000131,MEI,ARACATUBA,3,Carla Dias,Turismo e Agronegocio,Concluinte,1,0,Plano C - Parcerias Corporativas,,1,1,0,
734,Construtora Oeste Ltda,10000734000138,MEDIA,MARILIA,16,Paulo Cezar,Tecnologia e Inovacao,Sem atendimento,0,0,,,0,0,0,
735,Distribuidora Central S.A.,10000735000145,MEI,CAMPINAS,1,Ana Souza,Comercio e Servicos,Participante,0,0,,,0,0,0,
736,Distribuidora Norte e Cia,10000736000152,ME,FRANCA,1,Ana Souza,Comercio e Servicos,Participante,0,0,,,0,0,0,
737,Construtora Oeste ME,10000737000159,EPP,SAO JOSE DO RIO PRETO,7,Giovana Melo,Sustentabilidade,Participante,0,0,,,0,0,0,
738,Construtora Oeste e Cia,10000738000166,ME,RIBEIRAO PRETO,8,Hugo Ramos,Comercio e Servicos,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,1,39.02
739,Alimentos Litoral S.A.,10000739000173,MEI,MARILIA,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,13.79
740,Comercial Oeste ME,10000740000180,EPP,RIBEIRAO PRETO,8,Hugo Ramos,Comercio e Servicos,Participante,0,0,,,0,0,1,28.19
741,Transportes Norte ME,10000741000187,ME,SAO JOSE DO RIO PRETO,10,Joao Pedro,Turismo e Agronegocio,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,1,13.41
742,Construtora Souza S.A.,10000742000194,MEI,ARACATUBA,6,Fabio Nunes,Consultoria Especializada,Participante,0,0,,,0,0,1,29.78
743,Servicos Silva S.A.,10000743000101,MEI,ARACATUBA,7,Giovana Melo,Sustentabilidade,Participante,0,0,,,0,0,1,35.77
744,Alimentos Silva S.A.,10000744000108,MEI,CAMPINAS,7,Giovana Melo,Sustentabilidade,Participante,0,0,,,0,0,0,
745,Construtora Central e Cia,10000745000115,MEDIA,MARILIA,4,Diego Alves,Atendimento ao Cliente,Sem atendimento,0,0,,,0,0,0,
746,Comercial Norte Ltda,10000746000122,ME,RIBEIRAO PRETO,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,-15.0
747,Transportes Souza e Cia,10000747000129,MEI,FRANCA,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
748,Distribuidora Central e Cia,10000748000136,ME,ARACATUBA,5,Elisa Rocha,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
749,Tecnologia Norte EIRELI,10000749000143,MEI,CAMPINAS,13,Mariana Teles,Consultoria Especializada,Participante,0,0,,,0,0,0,
750,Confeccoes Central EIRELI,10000750000150,MEI,SOROCABA,11,Karina Reis,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
751,Transportes Oeste e Cia,10000751000157,ME,SOROCABA,10,Joao Pedro,Turismo e Agronegocio,Participante,0,0,,,0,0,1,27.65
752,Papelaria Litoral ME,10000752000164,ME,SOROCABA,7,Giovana Melo,Sustentabilidade,Participante,0,0,,,0,0,1,12.46
753,Industria Norte e Cia,10000753000171,ME,SOROCABA,5,Elisa Rocha,Empreendedorismo Cultural,Concluinte,1,0,Plano C - Parcerias Corporativas,,1,1,0,
754,Alimentos Norte S.A.,10000754000178,ME,ARACATUBA,4,Diego Alves,Atendimento ao Cliente,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
